from_id,to_id,strength,lag_days,polarity,influence_type
evt_1292672420,evt_1292773244,0.615,1,1,thematic
evt_1292673014,evt_1292773244,0.615,1,1,thematic
evt_1292672420,evt_1292773492,0.615,1,-1,thematic
evt_1292673014,evt_1292773492,0.615,1,-1,thematic
evt_1292773142,evt_1292773492,0.615,1,1,thematic
evt_1292773492,evt_1292773493,0.765,1,1,direct
evt_1292672420,evt_1292773493,0.615,1,-1,thematic
evt_1292673014,evt_1292773493,0.615,1,-1,thematic
evt_1292672420,evt_1292885275,0.546,1,1,thematic
evt_1292673014,evt_1292885275,0.546,1,1,thematic
evt_1292773142,evt_1292885275,0.546,1,-1,thematic
evt_1292219427,evt_1292885635,0.623,3,1,direct
evt_1292885275,evt_1292885635,0.615,1,-1,thematic
evt_1292672420,evt_1292885635,0.546,1,-1,thematic
evt_1292885275,evt_1293090093,0.546,1,-1,thematic
evt_1292885635,evt_1293090093,0.546,1,1,thematic
evt_1292672420,evt_1293090093,0.503,2,-1,thematic
evt_1293090093,evt_1293090094,0.615,1,-1,thematic
evt_1292885275,evt_1293090094,0.546,1,1,thematic
evt_1292885635,evt_1293090094,0.546,1,-1,thematic
evt_1293090094,evt_1293090095,0.765,1,1,direct
evt_1293090093,evt_1293090095,0.615,1,-1,thematic
evt_1292885275,evt_1293090095,0.546,1,1,thematic
evt_1293090093,evt_1293090096,0.615,1,-1,thematic
evt_1293090094,evt_1293090096,0.615,1,1,thematic
evt_1293090095,evt_1293090096,0.615,1,1,thematic
evt_1293090096,evt_1293090097,0.765,1,1,direct
evt_1293090093,evt_1293090097,0.615,1,-1,thematic
evt_1293090094,evt_1293090097,0.615,1,1,thematic
evt_1293090096,evt_1293090098,0.765,1,1,direct
evt_1293090097,evt_1293090098,0.765,1,1,direct
evt_1293090093,evt_1293090098,0.615,1,-1,thematic
evt_1293090096,evt_1293090099,0.765,1,1,direct
evt_1293090097,evt_1293090099,0.765,1,1,direct
evt_1293090098,evt_1293090099,0.765,1,1,direct
evt_1293090096,evt_1293090100,0.765,1,1,direct
evt_1293090097,evt_1293090100,0.765,1,1,direct
evt_1293090098,evt_1293090100,0.765,1,1,direct
evt_1293090093,evt_1293154148,0.546,1,-1,thematic
evt_1293090094,evt_1293154148,0.546,1,1,thematic
evt_1293090095,evt_1293154148,0.546,1,1,thematic
evt_1293154148,evt_1293154149,0.615,1,1,thematic
evt_1293090093,evt_1293154149,0.546,1,-1,thematic
evt_1293090094,evt_1293154149,0.546,1,1,thematic
evt_1293154148,evt_1293154150,0.615,1,-1,thematic
evt_1293154149,evt_1293154150,0.615,1,-1,thematic
evt_1293090093,evt_1293154150,0.546,1,1,thematic
evt_1292885635,evt_1293154151,0.652,2,1,direct
evt_1293154148,evt_1293154151,0.615,1,-1,thematic
evt_1293154149,evt_1293154151,0.615,1,-1,thematic
evt_1293154151,evt_1293154152,0.765,1,1,direct
evt_1292885635,evt_1293154152,0.652,2,1,direct
evt_1293154148,evt_1293154152,0.615,1,-1,thematic
evt_1293154148,evt_1293155058,0.615,1,-1,thematic
evt_1293154149,evt_1293155058,0.615,1,-1,thematic
evt_1293154150,evt_1293155058,0.615,1,1,thematic
evt_1293155058,evt_1293155059,0.765,1,1,direct
evt_1293154148,evt_1293155059,0.615,1,-1,thematic
evt_1293154149,evt_1293155059,0.615,1,-1,thematic
evt_1293154148,evt_1293230142,0.615,1,1,thematic
evt_1293154149,evt_1293230142,0.615,1,1,thematic
evt_1293154150,evt_1293230142,0.615,1,-1,thematic
evt_1293154148,evt_1293230143,0.615,1,1,thematic
evt_1293154149,evt_1293230143,0.615,1,1,thematic
evt_1293154150,evt_1293230143,0.615,1,-1,thematic
evt_1293154148,evt_1293230144,0.615,1,1,thematic
evt_1293154149,evt_1293230144,0.615,1,1,thematic
evt_1293154150,evt_1293230144,0.615,1,-1,thematic
evt_1293230143,evt_1293230664,0.765,1,1,direct
evt_1293154148,evt_1293230664,0.615,1,1,thematic
evt_1293154149,evt_1293230664,0.615,1,1,thematic
evt_1293230143,evt_1293230665,0.765,1,1,direct
evt_1293230664,evt_1293230665,0.765,1,1,direct
evt_1293154148,evt_1293230665,0.615,1,1,thematic
evt_1293230143,evt_1293230666,0.765,1,1,direct
evt_1293230664,evt_1293230666,0.765,1,1,direct
evt_1293230665,evt_1293230666,0.765,1,1,direct
evt_1293154148,evt_1293231214,0.615,1,1,thematic
evt_1293154149,evt_1293231214,0.615,1,1,thematic
evt_1293154150,evt_1293231214,0.615,1,-1,thematic
evt_1293231214,evt_1293231215,0.765,1,1,direct
evt_1293154148,evt_1293231215,0.615,1,1,thematic
evt_1293154149,evt_1293231215,0.615,1,1,thematic
evt_1293231214,evt_1293231216,0.765,1,1,direct
evt_1293231215,evt_1293231216,0.765,1,1,direct
evt_1293154148,evt_1293231216,0.615,1,1,thematic
evt_1293231214,evt_1293231217,0.765,1,1,direct
evt_1293231215,evt_1293231217,0.765,1,1,direct
evt_1293231216,evt_1293231217,0.765,1,1,direct
evt_1293154148,evt_1293231227,0.615,1,1,thematic
evt_1293154149,evt_1293231227,0.615,1,1,thematic
evt_1293154150,evt_1293231227,0.615,1,-1,thematic
evt_1293154148,evt_1293334899,0.546,1,1,thematic
evt_1293154149,evt_1293334899,0.546,1,1,thematic
evt_1293154150,evt_1293334899,0.546,1,-1,thematic
evt_1293230144,evt_1293230145,0.615,1,-1,direct
evt_1293154148,evt_1293230145,0.465,1,-1,indirect
evt_1293154149,evt_1293230145,0.465,1,-1,indirect
evt_1293334899,evt_1293335397,0.615,1,1,thematic
evt_1293154148,evt_1293335397,0.546,1,1,thematic
evt_1293154149,evt_1293335397,0.546,1,1,thematic
evt_1293334899,evt_1293335398,0.615,1,1,thematic
evt_1293335397,evt_1293335398,0.615,1,1,thematic
evt_1293154149,evt_1293335398,0.546,1,1,thematic
evt_1293334899,evt_1293335399,0.615,1,1,thematic
evt_1293335397,evt_1293335399,0.615,1,1,thematic
evt_1293335398,evt_1293335399,0.615,1,1,thematic
evt_1293335399,evt_1293335400,0.765,1,1,direct
evt_1293334899,evt_1293335400,0.615,1,1,thematic
evt_1293335397,evt_1293335400,0.615,1,1,thematic
evt_1293335399,evt_1293335401,0.765,1,1,direct
evt_1293335400,evt_1293335401,0.765,1,1,direct
evt_1293334899,evt_1293335401,0.615,1,1,thematic
evt_1293335399,evt_1293337328,0.765,1,1,direct
evt_1293335400,evt_1293337328,0.765,1,1,direct
evt_1293335401,evt_1293337328,0.765,1,1,direct
evt_1293335399,evt_1293337329,0.765,1,1,direct
evt_1293335400,evt_1293337329,0.765,1,1,direct
evt_1293335401,evt_1293337329,0.765,1,1,direct
evt_1293334899,evt_1293532500,0.546,1,1,thematic
evt_1293335397,evt_1293532500,0.546,1,1,thematic
evt_1293335398,evt_1293532500,0.546,1,1,thematic
evt_1293532500,evt_1293532079,0.646,1,1,thematic
evt_1293334899,evt_1293532079,0.546,1,1,thematic
evt_1293335397,evt_1293532079,0.546,1,1,thematic
evt_1296107071,evt_1296107424,0.62,1,1,thematic
evt_1296107071,evt_1296107425,0.62,1,1,thematic
evt_1296107424,evt_1296107425,0.62,1,1,thematic
evt_1296107071,evt_1296296461,0.401,1,-1,indirect
evt_1296107424,evt_1296296461,0.401,1,-1,indirect
evt_1296107425,evt_1296296461,0.401,1,-1,indirect
evt_1291634125,evt_1291634468,0.482,1,1,indirect
evt_1291634468,evt_1291634467,0.782,1,1,direct
evt_1291634125,evt_1291634467,0.482,1,1,indirect
evt_1291634125,evt_1291634473,0.632,1,1,thematic
evt_1291634468,evt_1291634473,0.482,1,1,indirect
evt_1291634467,evt_1291634473,0.472,1,1,indirect
evt_1291634468,evt_1291633300,0.782,1,-1,direct
evt_1291634467,evt_1291633300,0.772,1,-1,direct
evt_1291634125,evt_1291633300,0.482,1,-1,indirect
evt_1291634468,evt_1291633301,0.782,1,-1,direct
evt_1291634467,evt_1291633301,0.772,1,-1,direct
evt_1291633300,evt_1291633301,0.765,1,1,direct
evt_1291634125,evt_1291633931,0.632,1,1,thematic
evt_1291634473,evt_1291633931,0.622,1,1,thematic
evt_1291634468,evt_1291633931,0.482,1,1,indirect
evt_1291634468,evt_1291634463,0.782,1,1,direct
evt_1291634467,evt_1291634463,0.772,1,1,direct
evt_1291633300,evt_1291634463,0.765,1,-1,direct
evt_1291634468,evt_1291634464,0.782,1,1,direct
evt_1291634467,evt_1291634464,0.772,1,1,direct
evt_1291633300,evt_1291634464,0.765,1,-1,direct
evt_1291634468,evt_1291634465,0.782,1,1,direct
evt_1291634467,evt_1291634465,0.772,1,1,direct
evt_1291633300,evt_1291634465,0.765,1,-1,direct
evt_1291634468,evt_1291634466,0.782,1,1,direct
evt_1291634467,evt_1291634466,0.772,1,1,direct
evt_1291633300,evt_1291634466,0.765,1,-1,direct
evt_1291634468,evt_1291634469,0.782,1,1,direct
evt_1291634467,evt_1291634469,0.772,1,1,direct
evt_1291633300,evt_1291634469,0.765,1,-1,direct
evt_1291634473,evt_1291634470,0.772,1,1,direct
evt_1291634125,evt_1291634470,0.632,1,1,thematic
evt_1291633931,evt_1291634470,0.615,1,1,thematic
evt_1291634473,evt_1291634471,0.772,1,1,direct
evt_1291634470,evt_1291634471,0.765,1,1,direct
evt_1291634125,evt_1291634471,0.632,1,1,thematic
evt_1291634473,evt_1291634472,0.772,1,1,direct
evt_1291634470,evt_1291634472,0.765,1,1,direct
evt_1291634471,evt_1291634472,0.765,1,1,direct
evt_1291634468,evt_1291634474,0.632,1,1,thematic
evt_1291634467,evt_1291634474,0.622,1,1,thematic
evt_1291633300,evt_1291634474,0.615,1,-1,thematic
evt_1291634474,evt_1291634475,0.765,1,1,direct
evt_1291634468,evt_1291634475,0.632,1,1,thematic
evt_1291634467,evt_1291634475,0.622,1,1,thematic
evt_1291784539,evt_1291783274,0.68,1,1,thematic
evt_1291784521,evt_1291783274,0.6,1,-1,indirect
evt_1291784522,evt_1291783274,0.6,1,-1,indirect
evt_1291784539,evt_1291784520,0.68,1,1,thematic
evt_1291783274,evt_1291784520,0.648,1,1,thematic
evt_1291784521,evt_1291784520,0.6,1,-1,indirect
evt_1291784521,evt_1291784746,0.75,1,1,thematic
evt_1291784522,evt_1291784746,0.75,1,1,thematic
evt_1291784523,evt_1291784746,0.75,1,1,thematic
evt_1291784539,evt_1292219559,0.567,2,1,thematic
evt_1291783274,evt_1292219559,0.536,2,1,thematic
evt_1291784520,evt_1292219559,0.536,2,1,thematic
evt_1292219559,evt_1292220719,0.615,1,1,thematic
evt_1291784539,evt_1292220719,0.567,2,1,thematic
evt_1291783274,evt_1292220719,0.536,2,1,thematic
evt_1292219559,evt_1292220720,0.765,1,1,direct
evt_1292220719,evt_1292220720,0.615,1,1,thematic
evt_1291784539,evt_1292220720,0.567,2,1,thematic
evt_1291784521,evt_1292218416,0.638,2,1,thematic
evt_1291784522,evt_1292218416,0.638,2,1,thematic
evt_1291784523,evt_1292218416,0.638,2,1,thematic
evt_1291784521,evt_1292220721,0.638,2,1,thematic
evt_1291784522,evt_1292220721,0.638,2,1,thematic
evt_1291784523,evt_1292220721,0.638,2,1,thematic
evt_1292220721,evt_1292220722,0.765,1,1,direct
evt_1291784521,evt_1292220722,0.638,2,1,thematic
evt_1291784522,evt_1292220722,0.638,2,1,thematic
evt_1291784521,evt_1292220723,0.638,2,1,thematic
evt_1291784522,evt_1292220723,0.638,2,1,thematic
evt_1291784523,evt_1292220723,0.638,2,1,thematic
evt_1292219559,evt_1292221533,0.615,1,1,thematic
evt_1292220719,evt_1292221533,0.615,1,1,thematic
evt_1292220720,evt_1292221533,0.615,1,1,thematic
evt_1292219559,evt_1292321735,0.615,1,-1,thematic
evt_1292220719,evt_1292321735,0.615,1,-1,thematic
evt_1292220720,evt_1292321735,0.615,1,-1,thematic
evt_1292321735,evt_1292321736,0.765,1,1,direct
evt_1292219559,evt_1292321736,0.615,1,-1,thematic
evt_1292220719,evt_1292321736,0.615,1,-1,thematic
evt_1292443110,evt_1292441892,0.581,1,-1,indirect
evt_1292219559,evt_1292441892,0.546,1,1,thematic
evt_1292220719,evt_1292441892,0.546,1,1,thematic
evt_1292441892,evt_1292441893,0.765,1,1,direct
evt_1292443110,evt_1292441893,0.581,1,-1,indirect
evt_1292219559,evt_1292441893,0.546,1,1,thematic
evt_1292321735,evt_1292442148,0.696,1,-1,direct
evt_1292321736,evt_1292442148,0.696,1,-1,direct
evt_1292441892,evt_1292442148,0.615,1,1,thematic
evt_1292442148,evt_1292442149,0.765,1,1,direct
evt_1292321735,evt_1292442149,0.696,1,-1,direct
evt_1292321736,evt_1292442149,0.696,1,-1,direct
evt_1292443110,evt_1292443107,0.881,1,1,direct
evt_1292218416,evt_1292443107,0.546,1,1,thematic
evt_1292220721,evt_1292443107,0.546,1,1,thematic
evt_1292443110,evt_1292443108,0.881,1,1,direct
evt_1292443107,evt_1292443108,0.765,1,1,direct
evt_1292218416,evt_1292443108,0.546,1,1,thematic
evt_1292443110,evt_1292443109,0.881,1,1,direct
evt_1292443107,evt_1292443109,0.765,1,1,direct
evt_1292443108,evt_1292443109,0.765,1,1,direct
evt_1292442148,evt_1292674037,0.696,1,1,direct
evt_1292442149,evt_1292674037,0.696,1,1,direct
evt_1292321735,evt_1292674037,0.652,2,-1,direct
evt_1292674037,evt_1292674038,0.765,1,1,direct
evt_1292442148,evt_1292674038,0.696,1,1,direct
evt_1292442149,evt_1292674038,0.696,1,1,direct
evt_1292674037,evt_1292674039,0.765,1,1,direct
evt_1292674038,evt_1292674039,0.765,1,1,direct
evt_1292442148,evt_1292674039,0.696,1,1,direct
evt_1292674037,evt_1292674858,0.765,1,1,direct
evt_1292674038,evt_1292674858,0.765,1,1,direct
evt_1292674039,evt_1292674858,0.765,1,1,direct
evt_1292674037,evt_1292674859,0.765,1,1,direct
evt_1292674038,evt_1292674859,0.765,1,1,direct
evt_1292674039,evt_1292674859,0.765,1,1,direct
evt_1292674037,evt_1292674860,0.765,1,1,direct
evt_1292674038,evt_1292674860,0.765,1,1,direct
evt_1292674039,evt_1292674860,0.765,1,1,direct
evt_1292674037,evt_1292674861,0.615,1,1,thematic
evt_1292674038,evt_1292674861,0.615,1,1,thematic
evt_1292674039,evt_1292674861,0.615,1,1,thematic
evt_1292674037,evt_1292773752,0.615,1,1,thematic
evt_1292674038,evt_1292773752,0.615,1,1,thematic
evt_1292674039,evt_1292773752,0.615,1,1,thematic
evt_1292674037,evt_1292773871,0.765,1,1,direct
evt_1292674038,evt_1292773871,0.765,1,1,direct
evt_1292674039,evt_1292773871,0.765,1,1,direct
evt_1292674037,evt_1292773872,0.765,1,1,direct
evt_1292674038,evt_1292773872,0.765,1,1,direct
evt_1292674039,evt_1292773872,0.765,1,1,direct
evt_1292674037,evt_1292773873,0.765,1,1,direct
evt_1292674038,evt_1292773873,0.765,1,1,direct
evt_1292674039,evt_1292773873,0.765,1,1,direct
evt_1292674037,evt_1292773917,0.615,1,1,thematic
evt_1292674038,evt_1292773917,0.615,1,1,thematic
evt_1292674039,evt_1292773917,0.615,1,1,thematic
evt_1292773917,evt_1292773918,0.765,1,1,direct
evt_1292674037,evt_1292773918,0.615,1,1,thematic
evt_1292674038,evt_1292773918,0.615,1,1,thematic
evt_1292773917,evt_1292773919,0.765,1,1,direct
evt_1292773918,evt_1292773919,0.765,1,1,direct
evt_1292674037,evt_1292773919,0.615,1,1,thematic
evt_1292674037,evt_1292774289,0.765,1,1,direct
evt_1292674038,evt_1292774289,0.765,1,1,direct
evt_1292674039,evt_1292774289,0.765,1,1,direct
evt_1292674037,evt_1292774290,0.765,1,1,direct
evt_1292674038,evt_1292774290,0.765,1,1,direct
evt_1292674039,evt_1292774290,0.765,1,1,direct
evt_1292674037,evt_1292774291,0.765,1,1,direct
evt_1292674038,evt_1292774291,0.765,1,1,direct
evt_1292674039,evt_1292774291,0.765,1,1,direct
evt_1292773917,evt_1292774292,0.765,1,1,direct
evt_1292773918,evt_1292774292,0.765,1,1,direct
evt_1292773919,evt_1292774292,0.765,1,1,direct
evt_1292773917,evt_1292774293,0.765,1,1,direct
evt_1292773918,evt_1292774293,0.765,1,1,direct
evt_1292773919,evt_1292774293,0.765,1,1,direct
evt_1292773917,evt_1292774294,0.765,1,1,direct
evt_1292773918,evt_1292774294,0.765,1,1,direct
evt_1292773919,evt_1292774294,0.765,1,1,direct
evt_1292674037,evt_1292774295,0.615,1,1,thematic
evt_1292674038,evt_1292774295,0.615,1,1,thematic
evt_1292674039,evt_1292774295,0.615,1,1,thematic
evt_1292774295,evt_1292774296,0.765,1,1,direct
evt_1292674038,evt_1292774296,0.615,1,1,thematic
evt_1292674039,evt_1292774296,0.615,1,1,thematic
evt_1292774295,evt_1292774297,0.765,1,1,direct
evt_1292774296,evt_1292774297,0.765,1,1,direct
evt_1292674039,evt_1292774297,0.615,1,1,thematic
evt_1292774295,evt_1292774313,0.765,1,1,direct
evt_1292774296,evt_1292774313,0.765,1,1,direct
evt_1292774297,evt_1292774313,0.765,1,1,direct
evt_1292774295,evt_1292774314,0.765,1,1,direct
evt_1292774296,evt_1292774314,0.765,1,1,direct
evt_1292774297,evt_1292774314,0.765,1,1,direct
evt_1292774295,evt_1292774315,0.765,1,1,direct
evt_1292774296,evt_1292774315,0.765,1,1,direct
evt_1292774297,evt_1292774315,0.765,1,1,direct
evt_1292674861,evt_1292962394,0.546,1,1,thematic
evt_1292773752,evt_1292962394,0.546,1,1,thematic
evt_1292773871,evt_1292962394,0.546,1,1,thematic
evt_1292962394,evt_1292962395,0.765,1,1,direct
evt_1292773752,evt_1292962395,0.546,1,1,thematic
evt_1292773871,evt_1292962395,0.546,1,1,thematic
evt_1292962394,evt_1293230591,0.503,2,1,thematic
evt_1292962395,evt_1293230591,0.503,2,1,thematic
evt_1292773873,evt_1293230591,0.473,3,1,thematic
evt_1293230591,evt_1293231208,0.765,1,1,direct
evt_1292962394,evt_1293231208,0.503,2,1,thematic
evt_1292962395,evt_1293231208,0.503,2,1,thematic
evt_1292962394,evt_1292962396,0.615,1,-1,direct
evt_1292962395,evt_1292962396,0.615,1,-1,direct
evt_1292962396,evt_1292962541,0.765,1,1,direct
evt_1292962394,evt_1292962541,0.615,1,-1,direct
evt_1292962395,evt_1292962541,0.615,1,-1,direct
evt_1293230591,evt_1293423322,0.546,1,1,thematic
evt_1293231208,evt_1293423322,0.546,1,1,thematic
evt_1292962394,evt_1293423322,0.473,3,1,thematic
evt_1293423322,evt_1293423323,0.765,1,1,direct
evt_1293230591,evt_1293423323,0.546,1,1,thematic
evt_1293231208,evt_1293423323,0.546,1,1,thematic
evt_1293423322,evt_1293423324,0.765,1,1,direct
evt_1293423323,evt_1293423324,0.765,1,1,direct
evt_1293230591,evt_1293423324,0.546,1,1,thematic
evt_1293423322,evt_1293423902,0.765,1,1,direct
evt_1293423323,evt_1293423902,0.765,1,1,direct
evt_1293423324,evt_1293423902,0.765,1,1,direct
evt_1293423322,evt_1293423903,0.765,1,1,direct
evt_1293423323,evt_1293423903,0.765,1,1,direct
evt_1293423324,evt_1293423903,0.765,1,1,direct
evt_1293423322,evt_1293423904,0.765,1,1,direct
evt_1293423323,evt_1293423904,0.765,1,1,direct
evt_1293423324,evt_1293423904,0.765,1,1,direct
evt_1293423322,evt_1293423905,0.615,1,1,thematic
evt_1293423323,evt_1293423905,0.615,1,1,thematic
evt_1293423324,evt_1293423905,0.615,1,1,thematic
evt_1293423322,evt_1293423906,0.615,1,1,thematic
evt_1293423323,evt_1293423906,0.615,1,1,thematic
evt_1293423324,evt_1293423906,0.615,1,1,thematic
evt_1293423906,evt_1293423907,0.765,1,1,direct
evt_1293423322,evt_1293423907,0.615,1,1,thematic
evt_1293423323,evt_1293423907,0.615,1,1,thematic
evt_1293423906,evt_1293423908,0.765,1,1,direct
evt_1293423907,evt_1293423908,0.765,1,1,direct
evt_1293423322,evt_1293423908,0.615,1,1,thematic
evt_1292962396,evt_1293335086,0.473,3,1,thematic
evt_1292962541,evt_1293335086,0.473,3,1,thematic
evt_1293335086,evt_1293336318,0.615,1,1,thematic
evt_1293335021,evt_1293336318,0.615,1,1,thematic
evt_1292962396,evt_1293336318,0.473,3,1,thematic
evt_1293335086,evt_1293336738,0.615,1,1,thematic
evt_1293336318,evt_1293336738,0.615,1,1,thematic
evt_1293336736,evt_1293336738,0.615,1,1,thematic
evt_1293335086,evt_1293423325,0.615,1,1,thematic
evt_1293336318,evt_1293423325,0.615,1,1,thematic
evt_1293336738,evt_1293423325,0.615,1,1,thematic
evt_1293423325,evt_1293423326,0.765,1,1,direct
evt_1293335086,evt_1293423326,0.615,1,1,thematic
evt_1293336318,evt_1293423326,0.615,1,1,thematic
evt_1293423325,evt_1293423327,0.765,1,1,direct
evt_1293423326,evt_1293423327,0.765,1,1,direct
evt_1293335086,evt_1293423327,0.615,1,1,thematic
evt_1293423906,evt_1293423934,0.765,1,1,direct
evt_1293423907,evt_1293423934,0.765,1,1,direct
evt_1293423908,evt_1293423934,0.765,1,1,direct
evt_1293423906,evt_1293423935,0.765,1,1,direct
evt_1293423907,evt_1293423935,0.765,1,1,direct
evt_1293423908,evt_1293423935,0.765,1,1,direct
evt_1291707696,evt_1291707697,0.615,1,-1,thematic
evt_1291707696,evt_1291707698,0.615,1,-1,thematic
evt_1291707697,evt_1291707698,0.615,1,1,thematic
evt_1291707696,evt_1291707699,0.615,1,-1,thematic
evt_1291707697,evt_1291707699,0.615,1,1,thematic
evt_1291707698,evt_1291707699,0.615,1,1,thematic
evt_1291707696,evt_1291707700,0.615,1,-1,thematic
evt_1291707697,evt_1291707700,0.615,1,1,thematic
evt_1291707698,evt_1291707700,0.615,1,1,thematic
evt_1291707700,evt_1291707701,0.765,1,1,direct
evt_1291707696,evt_1291707701,0.615,1,-1,thematic
evt_1291707697,evt_1291707701,0.615,1,1,thematic
evt_1291707696,evt_1291707702,0.465,1,-1,indirect
evt_1291707697,evt_1291707702,0.465,1,1,indirect
evt_1291707698,evt_1291707702,0.465,1,1,indirect
evt_1291707696,evt_1291707703,0.615,1,1,thematic
evt_1291707697,evt_1291707703,0.615,1,-1,thematic
evt_1291707698,evt_1291707703,0.615,1,-1,thematic
evt_1291707702,evt_1291707704,0.615,1,1,thematic
evt_1291707696,evt_1291707704,0.465,1,-1,indirect
evt_1291707697,evt_1291707704,0.465,1,1,indirect
evt_1291707696,evt_1291707705,0.615,1,-1,thematic
evt_1291707697,evt_1291707705,0.615,1,1,thematic
evt_1291707698,evt_1291707705,0.615,1,1,thematic
evt_1291707696,evt_1291707706,0.615,1,1,thematic
evt_1291707697,evt_1291707706,0.615,1,-1,thematic
evt_1291707698,evt_1291707706,0.615,1,-1,thematic
evt_1291707696,evt_1291707707,0.615,1,1,thematic
evt_1291707697,evt_1291707707,0.615,1,-1,thematic
evt_1291707698,evt_1291707707,0.615,1,-1,thematic
evt_1291707700,evt_1291707720,0.615,1,1,thematic
evt_1291707701,evt_1291707720,0.615,1,1,thematic
evt_1291707703,evt_1291707720,0.615,1,-1,thematic
evt_1291707720,evt_1291707721,0.765,1,1,direct
evt_1291707701,evt_1291707721,0.615,1,1,thematic
evt_1291707703,evt_1291707721,0.615,1,-1,thematic
evt_1291707703,evt_1291707724,0.765,1,1,direct
evt_1291707705,evt_1291707724,0.615,1,-1,thematic
evt_1291707706,evt_1291707724,0.615,1,1,thematic
evt_1291707706,evt_1291707809,0.765,1,1,direct
evt_1291707705,evt_1291707809,0.615,1,-1,thematic
evt_1291707707,evt_1291707809,0.615,1,1,thematic
evt_1291707707,evt_1291707961,0.765,1,1,direct
evt_1291707706,evt_1291707961,0.615,1,1,thematic
evt_1291707708,evt_1291707961,0.615,1,-1,thematic
evt_1291707707,evt_1291708089,0.615,1,1,thematic
evt_1291707708,evt_1291708089,0.615,1,-1,thematic
evt_1291707709,evt_1291708089,0.615,1,-1,thematic
evt_1291708089,evt_1291708090,0.765,1,1,direct
evt_1291707708,evt_1291708090,0.615,1,-1,thematic
evt_1291707709,evt_1291708090,0.615,1,-1,thematic
evt_1291707709,evt_1292099802,0.503,2,-1,thematic
evt_1291707710,evt_1292099802,0.503,2,-1,thematic
evt_1291707711,evt_1292099802,0.503,2,-1,thematic
evt_1292099802,evt_1292099803,0.615,1,1,thematic
evt_1291707710,evt_1292099803,0.503,2,-1,thematic
evt_1291707711,evt_1292099803,0.503,2,-1,thematic
evt_1292099802,evt_1292099804,0.615,1,1,thematic
evt_1292099803,evt_1292099804,0.615,1,1,thematic
evt_1291707711,evt_1292099804,0.503,2,-1,thematic
evt_1292099802,evt_1292099977,0.615,1,1,thematic
evt_1292099803,evt_1292099977,0.615,1,1,thematic
evt_1292099804,evt_1292099977,0.615,1,1,thematic
evt_1292099802,evt_1292099978,0.615,1,1,thematic
evt_1292099803,evt_1292099978,0.615,1,1,thematic
evt_1292099804,evt_1292099978,0.615,1,1,thematic
evt_1292099802,evt_1292099979,0.615,1,1,thematic
evt_1292099803,evt_1292099979,0.615,1,1,thematic
evt_1292099804,evt_1292099979,0.615,1,1,thematic
evt_1292099802,evt_1292099980,0.615,1,1,thematic
evt_1292099803,evt_1292099980,0.615,1,1,thematic
evt_1292099804,evt_1292099980,0.615,1,1,thematic
evt_1292099802,evt_1292099981,0.615,1,1,thematic
evt_1292099803,evt_1292099981,0.615,1,1,thematic
evt_1292099804,evt_1292099981,0.615,1,1,thematic
evt_1292099802,evt_1292099982,0.615,1,1,thematic
evt_1292099803,evt_1292099982,0.615,1,1,thematic
evt_1292099804,evt_1292099982,0.615,1,1,thematic
evt_1292099802,evt_1292099984,0.615,1,1,thematic
evt_1292099803,evt_1292099984,0.615,1,1,thematic
evt_1292099804,evt_1292099984,0.615,1,1,thematic
evt_1291707724,evt_1292099985,0.652,2,1,direct
evt_1291707703,evt_1292099985,0.652,2,1,direct
evt_1292099802,evt_1292099985,0.615,1,1,thematic
evt_1292099985,evt_1292099986,0.765,1,1,direct
evt_1291707724,evt_1292099986,0.652,2,1,direct
evt_1291707703,evt_1292099986,0.652,2,1,direct
evt_1292099985,evt_1292099987,0.765,1,1,direct
evt_1292099986,evt_1292099987,0.765,1,1,direct
evt_1291707724,evt_1292099987,0.652,2,1,direct
evt_1292099985,evt_1292099988,0.765,1,1,direct
evt_1292099986,evt_1292099988,0.765,1,1,direct
evt_1292099987,evt_1292099988,0.765,1,1,direct
evt_1292099802,evt_1292099989,0.615,1,1,thematic
evt_1292099803,evt_1292099989,0.615,1,1,thematic
evt_1292099804,evt_1292099989,0.615,1,1,thematic
evt_1292099802,evt_1292099990,0.615,1,1,thematic
evt_1292099803,evt_1292099990,0.615,1,1,thematic
evt_1292099804,evt_1292099990,0.615,1,1,thematic
evt_1292099990,evt_1292099991,0.765,1,1,direct
evt_1292099802,evt_1292099991,0.615,1,1,thematic
evt_1292099803,evt_1292099991,0.615,1,1,thematic
evt_1292099990,evt_1292099992,0.765,1,1,direct
evt_1292099991,evt_1292099992,0.765,1,1,direct
evt_1292099802,evt_1292099992,0.615,1,1,thematic
evt_1292099990,evt_1292099993,0.765,1,1,direct
evt_1292099991,evt_1292099993,0.765,1,1,direct
evt_1292099992,evt_1292099993,0.765,1,1,direct
evt_1292099802,evt_1292099983,0.465,1,-1,indirect
evt_1292099803,evt_1292099983,0.465,1,-1,indirect
evt_1292099804,evt_1292099983,0.465,1,-1,indirect
evt_1292099802,evt_1292099994,0.615,1,1,thematic
evt_1292099803,evt_1292099994,0.615,1,1,thematic
evt_1292099804,evt_1292099994,0.615,1,1,thematic
evt_1292099994,evt_1292099995,0.765,1,1,direct
evt_1292099803,evt_1292099995,0.615,1,1,thematic
evt_1292099804,evt_1292099995,0.615,1,1,thematic
evt_1292099994,evt_1292099996,0.765,1,1,direct
