from_id,to_id,relevance_score
evt_1294210951,topic_politics,0.88
evt_1294210952,topic_politics,0.888
evt_1294210953,topic_politics,0.82
evt_1294210954,topic_politics,0.948
evt_1294210955,topic_politics,0.88
evt_1294210956,topic_politics,0.88
evt_1294210957,topic_politics,0.82
evt_1294210958,topic_politics,0.838
evt_1294210959,topic_politics,0.92
evt_1294210960,topic_politics,0.94
evt_1294210961,topic_security,0.94
evt_1294210962,topic_politics,0.856
evt_1294210963,topic_politics,0.856
evt_1294210964,topic_politics,0.856
evt_1294210965,topic_politics,0.8
evt_1294210966,topic_security,1.0
evt_1294210967,topic_security,1.0
evt_1294210968,topic_politics,0.88
evt_1294210969,topic_politics,0.88
evt_1294210970,topic_politics,0.856
evt_1294210971,topic_security,0.9
evt_1294210972,topic_security,0.9
evt_1294210973,topic_politics,0.856
evt_1294210974,topic_politics,0.856
evt_1294210975,topic_politics,0.82
evt_1294210976,topic_security,1.0
evt_1294210977,topic_politics,0.838
evt_1294210978,topic_politics,0.888
evt_1294210979,topic_politics,0.88
evt_1294210980,topic_politics,0.82
evt_1294210981,topic_politics,0.82
evt_1294210982,topic_politics,0.856
evt_1294210983,topic_politics,0.86
evt_1294210984,topic_politics,0.84
evt_1294210985,topic_politics,0.86
evt_1294210986,topic_politics,0.88
evt_1294210987,topic_politics,0.88
evt_1294210988,topic_politics,0.856
evt_1294210989,topic_politics,0.856
evt_1294210990,topic_politics,0.856
evt_1294210991,topic_politics,0.856
evt_1294210992,topic_politics,0.856
evt_1294210993,topic_politics,0.856
evt_1294210994,topic_politics,0.8
evt_1294210995,topic_politics,0.808
evt_1294210996,topic_politics,0.86
evt_1294210997,topic_politics,0.82
evt_1294210998,topic_politics,0.856
evt_1294210999,topic_politics,0.856
evt_1294211000,topic_politics,0.856
evt_1294211001,topic_politics,0.868
evt_1294211002,topic_politics,0.838
evt_1294211003,topic_politics,0.838
evt_1294211004,topic_politics,0.856
evt_1294211005,topic_politics,0.86
evt_1294211006,topic_politics,0.856
evt_1294211007,topic_politics,0.856
evt_1294211008,topic_politics,0.88
evt_1294211009,topic_politics,0.88
evt_1294211010,topic_politics,0.856
evt_1294211011,topic_politics,0.856
evt_1294211012,topic_politics,0.856
evt_1294211013,topic_politics,0.838
evt_1294211014,topic_politics,0.838
evt_1294211015,topic_politics,0.838
evt_1294211016,topic_security,0.88
evt_1294211017,topic_politics,0.838
evt_1294211018,topic_politics,0.838
evt_1294211019,topic_security,0.88
evt_1294211020,topic_security,0.88
evt_1294211021,topic_politics,0.838
evt_1294211022,topic_politics,0.838
evt_1294211023,topic_security,0.88
evt_1294211024,topic_security,0.88
evt_1294211025,topic_politics,0.8
evt_1294211026,topic_politics,0.8
evt_1294211027,topic_politics,0.8
evt_1294211028,topic_politics,0.8
evt_1294211029,topic_politics,0.8
evt_1294211030,topic_politics,0.86
evt_1294211031,topic_politics,0.86
evt_1294211032,topic_politics,0.86
evt_1294211033,topic_politics,0.82
evt_1294211034,topic_politics,0.82
evt_1294211035,topic_politics,0.82
evt_1294211036,topic_politics,0.82
evt_1294211037,topic_politics,0.838
evt_1294211038,topic_politics,0.87
evt_1294211039,topic_politics,0.87
evt_1294211040,topic_politics,0.94
evt_1294211041,topic_politics,0.948
evt_1294211042,topic_politics,1.0
evt_1294211043,topic_politics,1.0
evt_1294211044,topic_politics,0.84
evt_1294211045,topic_politics,0.84
evt_1294211046,topic_politics,0.84
evt_1294211047,topic_politics,0.84
evt_1294211048,topic_politics,0.84
evt_1294211049,topic_politics,0.888
evt_1294211050,topic_security,0.96
evt_1294211051,topic_security,0.94
evt_1294211052,topic_security,1.0
evt_1294211053,topic_security,1.0
evt_1294211054,topic_politics,0.838
evt_1294211055,topic_security,1.0
evt_1294211056,topic_politics,0.82
evt_1294211057,topic_politics,0.82
evt_1294211058,topic_politics,0.82
evt_1294211059,topic_politics,0.838
evt_1294211060,topic_politics,0.856
evt_1294211061,topic_politics,0.94
evt_1294211062,topic_politics,0.94
evt_1294211063,topic_security,1.0
evt_1294211064,topic_politics,0.868
evt_1294211065,topic_politics,0.8
evt_1294211066,topic_politics,0.92
evt_1294211067,topic_politics,0.84
evt_1294211068,topic_politics,0.84
evt_1294211069,topic_politics,0.94
evt_1294211070,topic_politics,0.838
evt_1294211071,topic_politics,0.84
evt_1294211072,topic_security,0.9
evt_1294211073,topic_politics,0.8
evt_1294211074,topic_politics,0.868
evt_1294211075,topic_politics,0.868
evt_1294211076,topic_politics,0.868
evt_1294211077,topic_politics,0.888
evt_1294211078,topic_security,1.0
evt_1294211079,topic_politics,0.84
evt_1294211080,topic_politics,0.82
evt_1294211081,topic_politics,0.82
evt_1294211082,topic_security,1.0
evt_1294211083,topic_security,1.0
evt_1294211084,topic_politics,0.84
evt_1294211085,topic_politics,0.868
evt_1294211086,topic_politics,0.838
evt_1294211087,topic_politics,0.838
evt_1294211088,topic_politics,0.88
evt_1294211089,topic_politics,0.88
evt_1294211090,topic_politics,0.94
evt_1294211091,topic_politics,0.8
evt_1294211092,topic_politics,0.8
evt_1294211093,topic_politics,0.8
evt_1294211094,topic_politics,0.8
evt_1294211095,topic_politics,0.838
evt_1294211096,topic_politics,0.838
evt_1294211097,topic_politics,0.93
evt_1294211098,topic_security,0.9
evt_1294211099,topic_security,1.0
evt_1294211100,topic_security,1.0
evt_1294211101,topic_politics,0.8
evt_1294211102,topic_politics,0.94
evt_1294211103,topic_security,1.0
evt_1294211104,topic_politics,0.868
evt_1294211105,topic_politics,0.9
evt_1294211106,topic_politics,0.8
evt_1294211107,topic_politics,0.84
evt_1294211108,topic_politics,0.868
evt_1294211109,topic_politics,0.8
evt_1294211110,topic_politics,0.856
evt_1294211111,topic_politics,0.84
evt_1294211112,topic_politics,0.856
evt_1294211113,topic_politics,0.808
evt_1294211114,topic_politics,0.856
evt_1294211115,topic_politics,0.94
evt_1294211116,topic_security,1.0
evt_1294211117,topic_security,0.98
evt_1294211118,topic_politics,0.856
evt_1294211119,topic_politics,0.86
evt_1294211120,topic_politics,0.868
evt_1294211121,topic_politics,0.868
evt_1294211122,topic_politics,0.868
evt_1294211123,topic_politics,0.868
evt_1294211124,topic_politics,0.88
evt_1294211125,topic_politics,0.88
evt_1294211126,topic_politics,0.8
evt_1294211127,topic_politics,0.8
evt_1294211128,topic_politics,0.84
evt_1294211129,topic_politics,0.84
evt_1294211130,topic_politics,0.9
evt_1294211131,topic_politics,0.82
evt_1294211132,topic_politics,0.82
evt_1294211133,topic_politics,0.838
evt_1294211134,topic_politics,0.82
evt_1294211135,topic_politics,0.94
evt_1294211136,topic_politics,0.96
evt_1294211137,topic_security,1.0
evt_1294211138,topic_security,1.0
evt_1294211139,topic_politics,0.868
evt_1294211140,topic_politics,0.8
evt_1294211141,topic_politics,0.86
evt_1294211142,topic_politics,0.94
evt_1294211143,topic_politics,0.8
evt_1294211144,topic_politics,0.8
evt_1294211145,topic_politics,0.808
evt_1294211146,topic_politics,0.84
evt_1294211147,topic_politics,0.84
evt_1294211148,topic_security,0.9
evt_1294211149,topic_politics,0.84
evt_1294211150,topic_politics,0.94
evt_1294211151,topic_politics,0.94
evt_1294211152,topic_politics,0.856
evt_1294211153,topic_politics,0.84
evt_1294211154,topic_politics,0.868
evt_1294211155,topic_politics,0.84
evt_1294211156,topic_politics,0.8
evt_1294211157,topic_politics,0.8
evt_1294211158,topic_politics,0.868
evt_1294211159,topic_politics,0.94
evt_1294211160,topic_politics,0.948
evt_1294211161,topic_politics,0.948
evt_1294211162,topic_security,1.0
evt_1294211163,topic_politics,0.808
evt_1294211164,topic_politics,0.82
evt_1294211165,topic_politics,0.838
evt_1294211166,topic_politics,0.838
evt_1294211167,topic_politics,0.8
evt_1294211168,topic_politics,0.808
evt_1294211169,topic_politics,0.87
evt_1294211170,topic_politics,0.868
evt_1294211171,topic_politics,0.84
evt_1294211172,topic_politics,0.88
evt_1294211173,topic_security,0.99
evt_1294211174,topic_politics,0.86
evt_1294211175,topic_politics,0.86
evt_1294211176,topic_politics,0.8
evt_1294211177,topic_politics,0.8
evt_1294211178,topic_politics,0.82
evt_1294211179,topic_politics,0.82
evt_1294211180,topic_politics,0.82
evt_1294211181,topic_security,1.0
evt_1294211182,topic_security,1.0
evt_1294211183,topic_security,1.0
evt_1294211184,topic_politics,0.94
evt_1294211185,topic_politics,0.94
evt_1294211186,topic_politics,0.87
evt_1294211187,topic_politics,0.856
evt_1294211188,topic_politics,0.86
evt_1294211189,topic_politics,0.82
evt_1294211190,topic_security,1.0
evt_1294211191,topic_security,1.0
evt_1294211192,topic_security,1.0
evt_1294211193,topic_politics,0.808
evt_1294211194,topic_politics,0.8
evt_1294211195,topic_politics,0.94
evt_1294211196,topic_politics,0.868
evt_1294211197,topic_politics,0.86
evt_1294211198,topic_politics,0.838
evt_1294211199,topic_politics,0.838
evt_1294211200,topic_politics,0.838
evt_1294211201,topic_politics,0.838
evt_1294211202,topic_politics,0.84
evt_1294211203,topic_politics,0.94
evt_1294211204,topic_security,1.0
evt_1294211205,topic_security,1.0
evt_1294211206,topic_politics,0.84
evt_1294211207,topic_politics,0.868
evt_1294211208,topic_politics,0.92
evt_1294211209,topic_security,0.98
evt_1294211210,topic_politics,0.92
evt_1294211211,topic_security,0.98
evt_1294211212,topic_politics,0.88
evt_1294211213,topic_politics,0.88
evt_1294211214,topic_politics,0.838
evt_1294211215,topic_politics,0.88
evt_1294211216,topic_politics,0.88
evt_1294211217,topic_politics,0.88
evt_1294211218,topic_security,1.0
evt_1294211219,topic_security,0.9
evt_1294211220,topic_politics,0.88
evt_1294211221,topic_security,0.98
evt_1294211222,topic_security,0.98
evt_1294211223,topic_politics,0.856
evt_1294211224,topic_politics,0.806
evt_1294211225,topic_politics,0.856
evt_1294211226,topic_politics,0.856
evt_1294211227,topic_politics,0.94
evt_1294211228,topic_politics,0.84
evt_1294211229,topic_politics,0.88
evt_1294211230,topic_politics,0.916
evt_1294211231,topic_politics,0.916
evt_1294211232,topic_security,0.9
evt_1294211233,topic_security,0.9
evt_1294211234,topic_politics,0.8
evt_1294211235,topic_politics,0.8
evt_1294211236,topic_politics,0.8
evt_1294211237,topic_politics,0.84
evt_1294211238,topic_politics,0.84
evt_1294211239,topic_politics,0.84
evt_1294211240,topic_security,0.9
evt_1294211241,topic_politics,0.904
evt_1294211242,topic_security,1.0
evt_1294211243,topic_politics,0.82
evt_1294211244,topic_security,1.0
evt_1294211245,topic_politics,0.86
evt_1294211246,topic_politics,0.82
evt_1294211247,topic_security,1.0
evt_1294211248,topic_politics,0.948
evt_1294211249,topic_security,1.0
evt_1294211250,topic_politics,0.948
evt_1294211251,topic_politics,0.948
evt_1294211252,topic_politics,0.948
evt_1294211253,topic_politics,0.948
evt_1294211254,topic_security,0.944
evt_1294211255,topic_politics,0.8
evt_1294211256,topic_politics,0.8
evt_1294211257,topic_politics,0.8
evt_1294211258,topic_security,0.944
evt_1294211259,topic_politics,0.94
evt_1294211260,topic_politics,0.948
evt_1294211261,topic_politics,0.92
evt_1294211262,topic_politics,0.92
evt_1294211263,topic_politics,0.92
evt_1294211264,topic_politics,0.8
evt_1294211265,topic_politics,0.86
evt_1294211266,topic_politics,0.84
evt_1294211267,topic_politics,0.84
evt_1294211268,topic_security,0.99
evt_1294211269,topic_security,1.0
evt_1294211270,topic_politics,0.868
evt_1294211271,topic_security,1.0
evt_1294211272,topic_security,1.0
evt_1294211273,topic_politics,0.868
evt_1294211274,topic_politics,0.94
evt_1294211275,topic_politics,0.838
evt_1294211276,topic_politics,0.838
evt_1294211277,topic_politics,0.838
evt_1294211278,topic_security,1.0
evt_1294211279,topic_security,1.0
evt_1294211280,topic_politics,0.88
evt_1294211281,topic_politics,0.84
evt_1294211282,topic_politics,0.84
evt_1294211283,topic_politics,0.84
evt_1294211284,topic_politics,0.9
evt_1294211285,topic_politics,0.84
evt_1294211286,topic_politics,0.8
evt_1294211287,topic_politics,0.86
evt_1294211288,topic_politics,0.82
evt_1294211289,topic_politics,0.948
evt_1294211290,topic_politics,0.808
evt_1294211291,topic_politics,0.808
evt_1294211292,topic_politics,0.808
evt_1294211293,topic_politics,0.82
evt_1294211294,topic_politics,0.8
evt_1294211295,topic_politics,0.8
evt_1294211296,topic_politics,0.8
evt_1294211297,topic_politics,0.8
evt_1294211298,topic_politics,0.868
evt_1294211299,topic_security,0.9
evt_1294211300,topic_security,1.0
evt_1294211301,topic_security,0.9
evt_1294211302,topic_politics,0.868
evt_1294211303,topic_security,1.0
evt_1294211304,topic_politics,0.888
evt_1294211305,topic_politics,0.868
evt_1294211306,topic_politics,0.84
evt_1294211307,topic_politics,0.9
evt_1294211308,topic_politics,0.84
evt_1294211309,topic_security,1.0
evt_1294211310,topic_politics,0.808
evt_1294211311,topic_politics,0.808
evt_1294211312,topic_politics,0.8
evt_1294211313,topic_politics,0.8
evt_1294211314,topic_politics,0.86
evt_1294211315,topic_politics,0.868
evt_1294211316,topic_politics,0.856
evt_1294211317,topic_politics,0.856
evt_1294211318,topic_politics,0.94
evt_1294211319,topic_politics,0.868
evt_1294211320,topic_politics,0.84
evt_1294211321,topic_politics,0.84
evt_1294211322,topic_politics,0.94
evt_1294211323,topic_politics,0.94
evt_1294211324,topic_security,1.0
evt_1294211325,topic_politics,0.948
evt_1294211326,topic_politics,0.948
evt_1294211327,topic_politics,0.948
evt_1294211328,topic_politics,0.948
evt_1294211329,topic_security,1.0
evt_1294211330,topic_security,1.0
evt_1294211331,topic_politics,0.948
evt_1294211332,topic_security,0.944
evt_1294211333,topic_security,0.944
evt_1294211334,topic_security,0.944
evt_1294211335,topic_politics,0.868
evt_1294211336,topic_politics,0.8
evt_1294211337,topic_security,1.0
evt_1294211338,topic_politics,0.84
evt_1294211339,topic_politics,0.84
evt_1294211340,topic_politics,0.86
evt_1294211341,topic_politics,0.8
evt_1294211342,topic_politics,0.84
evt_1294211343,topic_politics,0.88
evt_1294211344,topic_security,1.0
evt_1294211345,topic_security,1.0
evt_1294211346,topic_security,0.9
evt_1294211347,topic_security,0.9
evt_1294211348,topic_politics,0.82
evt_1294211349,topic_politics,0.88
evt_1294211350,topic_politics,0.868
evt_1294211351,topic_politics,0.856
evt_1294211352,topic_politics,0.856
evt_1294211353,topic_security,0.99
evt_1294211354,topic_security,1.0
evt_1294211355,topic_politics,0.808
evt_1294211356,topic_politics,0.86
evt_1294211357,topic_politics,0.8
evt_1294211358,topic_security,1.0
evt_1294211359,topic_security,1.0
evt_1294211360,topic_security,1.0
evt_1294211361,topic_security,0.9
evt_1294211362,topic_security,1.0
evt_1294211363,topic_politics,0.86
evt_1294211364,topic_politics,0.856
evt_1294211365,topic_politics,0.856
evt_1294211366,topic_politics,0.8
evt_1294211367,topic_politics,0.88
evt_1294211368,topic_security,1.0
evt_1294211369,topic_security,1.0
evt_1294211370,topic_security,1.0
evt_1294211371,topic_security,1.0
evt_1294211372,topic_security,1.0
evt_1294211373,topic_security,1.0
evt_1294211374,topic_security,1.0
evt_1294211375,topic_security,1.0
evt_1294211376,topic_security,1.0
evt_1294211377,topic_security,1.0
evt_1294211378,topic_politics,0.9
evt_1294211379,topic_politics,0.86
evt_1294211380,topic_politics,0.838
evt_1294211381,topic_politics,0.98
evt_1294211382,topic_politics,0.9
evt_1294211383,topic_politics,0.9
evt_1294211384,topic_politics,0.856
evt_1294211385,topic_politics,0.856
evt_1294211386,topic_politics,0.856
evt_1294211387,topic_politics,0.856
evt_1294211388,topic_politics,0.8
evt_1294211389,topic_politics,0.868
evt_1294211390,topic_politics,0.84
evt_1294211391,topic_politics,0.86
evt_1294211392,topic_politics,0.838
evt_1294211393,topic_politics,0.838
evt_1294211394,topic_politics,0.84
evt_1294211395,topic_politics,0.84
evt_1294211396,topic_politics,0.88
evt_1294211397,topic_politics,0.87
evt_1294211398,topic_politics,0.868
evt_1294211399,topic_politics,0.88
evt_1294211400,topic_politics,0.84
evt_1294211401,topic_politics,0.84
evt_1294211402,topic_politics,0.868
evt_1294211403,topic_politics,0.84
evt_1294211404,topic_security,1.0
evt_1294211405,topic_politics,0.8
evt_1294211406,topic_politics,0.838
evt_1294211407,topic_politics,0.8
evt_1294211408,topic_politics,0.8
evt_1294211409,topic_politics,0.8
evt_1294211410,topic_politics,0.8
evt_1294211411,topic_politics,0.856
evt_1294211412,topic_politics,0.856
evt_1294211413,topic_security,0.98
evt_1294211414,topic_security,0.98
evt_1294211415,topic_security,0.98
evt_1294211416,topic_politics,0.838
evt_1294211417,topic_politics,0.84
evt_1294211418,topic_politics,0.84
evt_1294211419,topic_security,0.944
evt_1294211420,topic_politics,0.8
evt_1294211421,topic_politics,0.8
evt_1294211422,topic_politics,0.8
evt_1294211423,topic_politics,0.802
evt_1294211424,topic_politics,0.808
evt_1294211425,topic_politics,0.8
evt_1294211426,topic_politics,0.8
evt_1294211427,topic_politics,0.86
evt_1294211428,topic_politics,0.88
evt_1294211429,topic_politics,0.88
evt_1294211430,topic_politics,0.88
evt_1294211431,topic_politics,0.88
evt_1294211432,topic_politics,0.838
evt_1294211433,topic_politics,0.856
evt_1294211434,topic_politics,0.856
evt_1294211435,topic_politics,0.868
evt_1294211436,topic_politics,0.92
evt_1294211437,topic_politics,0.84
evt_1294211438,topic_politics,0.88
evt_1294211439,topic_politics,0.88
evt_1294211440,topic_security,1.0
evt_1294211441,topic_politics,0.808
evt_1294211442,topic_politics,0.84
evt_1294211443,topic_politics,0.94
evt_1294211444,topic_politics,0.856
evt_1294211445,topic_politics,0.856
evt_1294211446,topic_politics,0.88
evt_1294211447,topic_politics,0.88
evt_1294211448,topic_politics,0.838
evt_1294211449,topic_politics,0.8
evt_1294211450,topic_politics,0.8
evt_1294211451,topic_politics,0.86
evt_1294211452,topic_politics,0.86
evt_1294211453,topic_politics,0.856
evt_1294211454,topic_politics,0.856
evt_1294211455,topic_politics,0.868
evt_1294211456,topic_politics,0.88
evt_1294211457,topic_politics,0.928
evt_1294211458,topic_security,1.0
evt_1294211459,topic_security,1.0
evt_1294211460,topic_security,1.0
evt_1294211461,topic_politics,0.838
evt_1294211462,topic_politics,0.808
evt_1294211463,topic_politics,0.8
evt_1294211464,topic_politics,0.8
evt_1294211465,topic_politics,0.86
evt_1294211466,topic_security,0.984
evt_1294211467,topic_security,0.984
evt_1294211468,topic_security,0.984
evt_1294211469,topic_politics,0.88
evt_1294211470,topic_politics,0.88
evt_1294211471,topic_politics,0.838
evt_1294211472,topic_politics,0.948
evt_1294211473,topic_security,0.99
evt_1294211474,topic_politics,0.88
evt_1294211475,topic_security,1.0
evt_1294211476,topic_security,1.0
evt_1294211477,topic_politics,0.8
evt_1294211478,topic_politics,0.8
evt_1294211479,topic_politics,0.8
evt_1294211480,topic_politics,0.88
evt_1294211481,topic_politics,0.8
evt_1294211482,topic_politics,0.94
evt_1294211483,topic_politics,0.8
evt_1294211484,topic_politics,0.8
evt_1294211485,topic_politics,0.86
evt_1294211486,topic_politics,0.808
evt_1294211487,topic_politics,0.8
evt_1294211488,topic_politics,0.8
evt_1294211489,topic_politics,0.8
evt_1294211490,topic_politics,0.856
evt_1294211491,topic_politics,0.856
evt_1294211492,topic_politics,0.856
evt_1294211493,topic_politics,0.86
evt_1294211494,topic_politics,0.86
evt_1294211495,topic_politics,0.86
evt_1294211496,topic_politics,0.86
evt_1294211497,topic_politics,0.856
evt_1294211498,topic_politics,0.84
evt_1294211499,topic_politics,0.8
evt_1294211500,topic_politics,0.948
evt_1294211501,topic_politics,0.94
evt_1294211502,topic_politics,0.868
evt_1294211503,topic_politics,0.868
evt_1294211504,topic_politics,0.868
evt_1294211505,topic_politics,0.94
evt_1294211506,topic_politics,0.94
evt_1294211507,topic_politics,0.94
evt_1294211508,topic_politics,0.84
evt_1294211509,topic_politics,0.84
evt_1294211510,topic_politics,0.84
evt_1294211511,topic_politics,0.868
evt_1294211512,topic_politics,0.838
evt_1294211513,topic_politics,0.93
evt_1294211514,topic_politics,0.84
evt_1294211515,topic_politics,0.868
evt_1294211516,topic_security,0.96
evt_1294211517,topic_politics,0.88
evt_1294211518,topic_politics,0.868
evt_1294211519,topic_politics,0.88
evt_1294211520,topic_politics,0.8
evt_1294211521,topic_politics,0.8
evt_1294211522,topic_politics,0.838
evt_1294273610,topic_politics,0.838
evt_1294273611,topic_politics,0.86
evt_1294273612,topic_politics,0.86
evt_1294273613,topic_politics,0.84
evt_1294273614,topic_politics,0.808
evt_1294273615,topic_politics,0.86
evt_1294273616,topic_politics,0.948
evt_1294273617,topic_politics,0.84
evt_1294273618,topic_politics,0.838
evt_1294273619,topic_politics,0.838
evt_1294273620,topic_politics,0.838
evt_1294273621,topic_politics,0.88
evt_1294273622,topic_politics,0.838
evt_1294273623,topic_politics,0.868
evt_1294273624,topic_security,1.0
evt_1294273625,topic_security,1.0
evt_1294273626,topic_politics,0.838
evt_1294273627,topic_politics,0.89
evt_1294273628,topic_politics,0.856
evt_1294273629,topic_politics,0.868
evt_1294273630,topic_politics,0.838
evt_1294273631,topic_politics,0.856
evt_1294273632,topic_politics,0.856
evt_1294273633,topic_politics,0.9
evt_1294273634,topic_politics,0.928
evt_1294273635,topic_politics,0.9
evt_1294273636,topic_security,0.9
evt_1294273637,topic_politics,0.88
evt_1294273638,topic_politics,0.82
evt_1294273639,topic_politics,0.82
evt_1294273640,topic_politics,0.856
evt_1294273641,topic_politics,1.0
evt_1294273642,topic_politics,0.9
evt_1294273643,topic_politics,0.84
evt_1294273644,topic_politics,0.84
evt_1294273645,topic_politics,0.838
evt_1294273646,topic_politics,0.838
evt_1294273647,topic_politics,0.838
evt_1294273648,topic_politics,0.868
evt_1294273649,topic_politics,0.868
evt_1294273650,topic_security,0.9
evt_1294273651,topic_politics,0.856
evt_1294273652,topic_politics,0.82
evt_1294273653,topic_politics,0.82
evt_1294273654,topic_politics,0.838
evt_1294273655,topic_politics,0.84
evt_1294273656,topic_security,0.9
evt_1294273657,topic_politics,0.88
evt_1294273658,topic_politics,0.88
evt_1294273659,topic_politics,0.82
evt_1294273660,topic_politics,0.868
evt_1294273661,topic_politics,0.88
evt_1294273662,topic_security,0.9
evt_1294273663,topic_security,0.98
evt_1294273664,topic_politics,0.88
evt_1294273665,topic_politics,0.87
evt_1294273666,topic_politics,0.86
evt_1294273667,topic_politics,0.86
evt_1294273668,topic_politics,0.838
evt_1294273669,topic_politics,0.856
evt_1294273670,topic_politics,0.888
evt_1294273671,topic_politics,0.888
evt_1294273672,topic_security,1.0
evt_1294273673,topic_security,1.0
evt_1294273674,topic_politics,0.86
evt_1294273675,topic_politics,0.94
evt_1294273676,topic_politics,0.94
evt_1294273677,topic_politics,0.9
evt_1294273678,topic_politics,0.86
evt_1294273679,topic_politics,0.86
evt_1294273680,topic_politics,0.856
evt_1294273681,topic_politics,0.856
evt_1294273682,topic_politics,0.888
evt_1294273683,topic_politics,0.888
evt_1294273684,topic_politics,0.888
evt_1294273685,topic_politics,0.888
evt_1294273686,topic_politics,0.838
evt_1294273687,topic_politics,0.856
evt_1294273688,topic_politics,0.88
evt_1294273689,topic_politics,0.838
evt_1294273690,topic_politics,0.9
evt_1294273691,topic_security,1.0
evt_1294273692,topic_politics,0.856
evt_1294273693,topic_politics,0.856
evt_1294273694,topic_politics,0.84
evt_1294273695,topic_politics,0.8
evt_1294273696,topic_politics,0.8
evt_1294273697,topic_politics,0.9
evt_1294273698,topic_security,1.0
evt_1294273699,topic_politics,0.8
evt_1294273700,topic_politics,0.8
evt_1294273701,topic_politics,0.86
evt_1294273702,topic_politics,0.86
evt_1294273703,topic_politics,0.88
evt_1294273704,topic_politics,0.88
evt_1294273705,topic_politics,0.88
evt_1294273706,topic_politics,0.838
evt_1294273707,topic_politics,0.838
evt_1294273708,topic_politics,0.838
evt_1294273709,topic_politics,0.838
evt_1294273710,topic_politics,0.838
evt_1294273711,topic_politics,0.838
evt_1294273712,topic_politics,0.838
evt_1294273713,topic_politics,0.838
evt_1294273714,topic_politics,0.838
evt_1294273715,topic_politics,0.838
evt_1294273716,topic_politics,0.856
evt_1294273717,topic_politics,0.856
evt_1294273718,topic_politics,0.856
evt_1294273719,topic_politics,0.856
evt_1294273720,topic_politics,0.856
evt_1294273721,topic_politics,0.856
evt_1294273722,topic_politics,0.856
evt_1294273723,topic_politics,0.856
evt_1294273724,topic_politics,0.94
evt_1294273725,topic_politics,0.94
evt_1294273726,topic_politics,0.92
evt_1294273727,topic_politics,1.0
evt_1294273728,topic_politics,1.0
evt_1294273729,topic_politics,0.84
evt_1294273730,topic_politics,0.84
evt_1294273731,topic_politics,0.84
evt_1294273732,topic_politics,0.84
evt_1294273733,topic_politics,0.84
evt_1294273734,topic_security,0.9
evt_1294273735,topic_security,0.9
evt_1294273736,topic_security,0.9
evt_1294273737,topic_security,1.0
evt_1294273738,topic_security,1.0
evt_1294273739,topic_politics,0.856
evt_1294273740,topic_politics,0.856
evt_1294273741,topic_politics,0.856
evt_1294273742,topic_politics,0.84
evt_1294273743,topic_politics,0.84
evt_1294273744,topic_politics,0.808
evt_1294273745,topic_politics,0.808
evt_1294273746,topic_politics,0.88
evt_1294273747,topic_politics,0.88
evt_1294273748,topic_security,1.0
evt_1294273749,topic_security,1.0
evt_1294273750,topic_politics,0.888
evt_1294273751,topic_politics,0.888
evt_1294273752,topic_security,1.0
evt_1294273753,topic_security,1.0
evt_1294273754,topic_security,1.0
evt_1294273755,topic_security,1.0
evt_1294273756,topic_security,1.0
evt_1294273757,topic_security,1.0
evt_1294273758,topic_politics,0.856
evt_1294273759,topic_politics,0.84
evt_1294273760,topic_politics,0.838
evt_1294273761,topic_politics,0.856
evt_1294273762,topic_politics,0.86
evt_1294273763,topic_politics,0.88
evt_1294273764,topic_politics,0.88
evt_1294273765,topic_politics,0.88
evt_1294273766,topic_politics,0.808
evt_1294273767,topic_politics,0.808
evt_1294273768,topic_politics,0.856
evt_1294273769,topic_politics,0.9
evt_1294273770,topic_politics,0.84
evt_1294273771,topic_politics,0.84
evt_1294273772,topic_politics,0.856
evt_1294273773,topic_politics,0.838
evt_1294273774,topic_politics,0.856
evt_1294273775,topic_politics,0.8
evt_1294273776,topic_politics,0.888
evt_1294273777,topic_security,0.9
evt_1294273778,topic_politics,0.9
evt_1294273779,topic_security,0.9
evt_1294273780,topic_politics,0.84
evt_1294273781,topic_politics,0.838
evt_1294273782,topic_politics,0.838
evt_1294273783,topic_politics,0.838
evt_1294273784,topic_politics,0.8
evt_1294273785,topic_politics,0.86
evt_1294273786,topic_politics,0.86
evt_1294273787,topic_politics,0.838
evt_1294273788,topic_politics,0.838
evt_1294273789,topic_politics,0.84
evt_1294273790,topic_politics,0.9
evt_1294273791,topic_politics,0.82
evt_1294273792,topic_politics,0.904
evt_1294273793,topic_politics,0.904
evt_1294273794,topic_politics,0.948
evt_1294273795,topic_politics,0.948
evt_1294273796,topic_politics,0.948
evt_1294273797,topic_politics,0.948
evt_1294273798,topic_politics,0.948
evt_1294273799,topic_politics,0.888
evt_1294273800,topic_politics,0.8
evt_1294273801,topic_security,0.9
evt_1294273802,topic_politics,0.838
evt_1294273803,topic_politics,0.88
evt_1294273804,topic_politics,0.88
evt_1294273805,topic_politics,0.88
evt_1294273806,topic_security,0.9
evt_1294273807,topic_security,0.9
evt_1294273808,topic_security,1.0
evt_1294273809,topic_politics,0.84
evt_1294273810,topic_politics,0.84
evt_1294273811,topic_politics,0.868
evt_1294273812,topic_politics,0.868
evt_1294273813,topic_politics,0.868
evt_1294273814,topic_politics,0.868
evt_1294273815,topic_politics,0.868
evt_1294273816,topic_politics,0.868
evt_1294273817,topic_politics,0.868
evt_1294273818,topic_politics,0.838
evt_1294273819,topic_politics,0.806
evt_1294273820,topic_politics,0.856
evt_1294273821,topic_security,1.0
