from_id,to_id,relevance_score
evt_1291707655,topic_security,0.98
evt_1291707656,topic_politics,0.856
evt_1291707657,topic_politics,0.856
evt_1291707658,topic_politics,0.88
evt_1291707659,topic_politics,0.88
evt_1291707660,topic_politics,0.838
evt_1291707661,topic_politics,0.84
evt_1291707662,topic_politics,0.868
evt_1291707663,topic_politics,0.9
evt_1291707664,topic_security,0.99
evt_1291707665,topic_security,0.99
evt_1291707666,topic_politics,0.8
evt_1291707667,topic_politics,0.82
evt_1291707668,topic_politics,0.868
evt_1291707669,topic_politics,0.84
evt_1291707670,topic_politics,0.856
evt_1291707671,topic_politics,0.868
evt_1291707672,topic_politics,0.868
evt_1291707673,topic_politics,0.856
evt_1291707674,topic_politics,0.856
evt_1291707675,topic_politics,0.856
evt_1291707676,topic_politics,0.88
evt_1291707677,topic_security,1.0
evt_1291707678,topic_security,1.0
evt_1291707679,topic_security,1.0
evt_1291707680,topic_security,1.0
evt_1291707681,topic_politics,0.86
evt_1291707682,topic_security,1.0
evt_1291707683,topic_security,0.88
evt_1291707684,topic_security,0.88
evt_1291707685,topic_security,0.88
evt_1291707686,topic_security,1.0
evt_1291707687,topic_security,1.0
evt_1291707688,topic_security,1.0
evt_1291707689,topic_politics,0.88
evt_1291707690,topic_politics,0.88
evt_1291707691,topic_politics,0.888
evt_1291707692,topic_security,0.88
evt_1291707693,topic_politics,0.88
evt_1291707694,topic_security,0.99
evt_1291707695,topic_security,0.99
evt_1291707696,topic_politics,0.8
evt_1291707697,topic_politics,0.84
evt_1291707698,topic_politics,0.888
evt_1291707699,topic_politics,0.94
evt_1291707700,topic_politics,0.84
evt_1291707701,topic_politics,0.84
evt_1291707702,topic_security,0.9
evt_1291707703,topic_politics,0.94
evt_1291707704,topic_security,0.9
evt_1291707705,topic_politics,0.84
evt_1291707706,topic_politics,0.868
evt_1291707707,topic_politics,0.85
evt_1291707708,topic_politics,0.84
evt_1291707709,topic_politics,0.84
evt_1291707710,topic_politics,0.84
evt_1291707711,topic_politics,0.84
evt_1291707712,topic_politics,0.84
evt_1291707713,topic_politics,0.84
evt_1291707714,topic_security,1.0
evt_1291707715,topic_security,1.0
evt_1291707716,topic_politics,0.86
evt_1291707717,topic_politics,0.86
evt_1291707718,topic_politics,0.94
evt_1291707719,topic_politics,0.94
evt_1291707720,topic_politics,0.84
evt_1291707721,topic_politics,0.84
evt_1291707722,topic_politics,0.84
evt_1291707723,topic_politics,0.84
evt_1291707724,topic_politics,0.94
evt_1291707725,topic_politics,0.84
evt_1291707726,topic_politics,0.84
evt_1291707727,topic_security,0.88
evt_1291707728,topic_security,0.88
evt_1291707729,topic_security,0.88
evt_1291707730,topic_security,1.0
evt_1291707731,topic_politics,0.838
evt_1291707732,topic_politics,0.838
evt_1291707733,topic_politics,0.84
evt_1291707734,topic_politics,0.86
evt_1291707735,topic_politics,0.86
evt_1291707736,topic_politics,0.88
evt_1291707737,topic_politics,0.88
evt_1291707738,topic_politics,0.856
evt_1291707739,topic_politics,0.94
evt_1291707740,topic_politics,0.84
evt_1291707741,topic_politics,0.84
evt_1291707742,topic_security,0.88
evt_1291707743,topic_security,0.88
evt_1291707744,topic_security,0.88
evt_1291707745,topic_security,1.0
evt_1291707746,topic_politics,0.86
evt_1291707747,topic_politics,0.868
evt_1291707748,topic_politics,0.838
evt_1291707749,topic_politics,0.8
evt_1291707750,topic_politics,0.9
evt_1291707751,topic_politics,0.868
evt_1291707752,topic_politics,0.87
evt_1291707753,topic_security,0.88
evt_1291707754,topic_security,0.88
evt_1291707755,topic_security,0.88
evt_1291707756,topic_security,0.88
evt_1291707757,topic_politics,0.868
evt_1291707758,topic_politics,0.868
evt_1291707759,topic_politics,0.84
evt_1291707760,topic_politics,0.838
evt_1291707761,topic_politics,0.838
evt_1291707762,topic_politics,0.838
evt_1291707763,topic_politics,0.84
evt_1291707764,topic_politics,0.8
evt_1291707765,topic_politics,0.8
evt_1291707766,topic_politics,0.8
evt_1291707767,topic_politics,0.808
evt_1291707768,topic_politics,0.86
evt_1291707769,topic_politics,0.9
evt_1291707770,topic_security,0.944
evt_1291707771,topic_security,0.9
evt_1291707772,topic_security,0.9
evt_1291707773,topic_security,1.0
evt_1291707774,topic_security,1.0
evt_1291707775,topic_security,0.99
evt_1291707776,topic_security,0.984
evt_1291707777,topic_security,0.9
evt_1291707778,topic_politics,0.87
evt_1291707779,topic_politics,0.84
evt_1291707780,topic_security,0.99
evt_1291707781,topic_security,0.99
evt_1291707782,topic_politics,0.96
evt_1291707783,topic_politics,0.92
evt_1291707784,topic_politics,0.8
evt_1291707785,topic_security,1.0
evt_1291707786,topic_security,1.0
evt_1291707787,topic_security,1.0
evt_1291707788,topic_security,1.0
evt_1291707789,topic_security,1.0
evt_1291707790,topic_security,1.0
evt_1291707791,topic_security,0.99
evt_1291707792,topic_security,1.0
evt_1291707793,topic_security,1.0
evt_1291707794,topic_politics,0.838
evt_1291707795,topic_politics,0.8
evt_1291707796,topic_politics,0.8
evt_1291707797,topic_politics,0.808
evt_1291707798,topic_politics,0.86
evt_1291707799,topic_politics,0.88
evt_1291707800,topic_politics,0.88
evt_1291707801,topic_politics,0.82
evt_1291707802,topic_politics,0.82
evt_1291707803,topic_politics,0.856
evt_1291707804,topic_politics,0.856
evt_1291707805,topic_politics,0.868
evt_1291707806,topic_politics,0.94
evt_1291707807,topic_politics,0.948
evt_1291707808,topic_politics,0.888
evt_1291707809,topic_politics,0.868
evt_1291707810,topic_politics,0.808
evt_1291707811,topic_security,1.0
evt_1291707812,topic_politics,0.808
evt_1291707813,topic_politics,0.868
evt_1291707814,topic_politics,0.868
evt_1291707815,topic_politics,0.86
evt_1291707816,topic_politics,0.868
evt_1291707817,topic_politics,0.868
evt_1291707818,topic_politics,0.84
evt_1291707819,topic_politics,0.84
evt_1291707820,topic_security,0.944
evt_1291707821,topic_security,0.944
evt_1291707822,topic_politics,0.86
evt_1291707823,topic_politics,0.92
evt_1291707824,topic_politics,0.92
evt_1291707825,topic_politics,0.8
evt_1291707826,topic_politics,0.808
evt_1291707827,topic_politics,0.806
evt_1291707828,topic_politics,0.8
evt_1291707829,topic_politics,0.82
evt_1291707830,topic_politics,0.9
evt_1291707831,topic_politics,0.94
evt_1291707832,topic_politics,0.94
evt_1291707833,topic_politics,0.84
evt_1291707834,topic_politics,0.84
evt_1291707835,topic_politics,0.84
evt_1291707836,topic_politics,0.84
evt_1291707837,topic_security,1.0
evt_1291707838,topic_politics,0.84
evt_1291707839,topic_politics,0.84
evt_1291707840,topic_politics,0.84
evt_1291707841,topic_security,1.0
evt_1291707842,topic_politics,0.8
evt_1291707843,topic_politics,0.86
evt_1291707844,topic_politics,0.88
evt_1291707845,topic_politics,0.868
evt_1291707846,topic_politics,0.948
evt_1291707847,topic_politics,0.84
evt_1291707848,topic_politics,0.84
evt_1291707849,topic_politics,0.84
evt_1291707850,topic_politics,0.84
evt_1291707851,topic_politics,0.8
evt_1291707852,topic_politics,0.86
evt_1291707853,topic_politics,0.8
evt_1291707854,topic_politics,0.86
evt_1291707855,topic_security,1.0
evt_1291707856,topic_politics,0.838
evt_1291707857,topic_politics,0.838
evt_1291707858,topic_politics,0.838
evt_1291707859,topic_politics,0.88
evt_1291707860,topic_politics,0.8
evt_1291707861,topic_politics,0.856
evt_1291707862,topic_politics,0.856
evt_1291707863,topic_security,1.0
evt_1291707864,topic_politics,0.8
evt_1291707865,topic_politics,0.802
evt_1291707866,topic_politics,0.86
evt_1291707867,topic_politics,0.86
evt_1291707868,topic_politics,0.88
evt_1291707869,topic_politics,0.88
evt_1291707870,topic_politics,0.88
evt_1291707871,topic_politics,0.88
evt_1291707872,topic_politics,0.838
evt_1291707873,topic_politics,0.856
evt_1291707874,topic_politics,0.856
evt_1291707875,topic_politics,0.856
evt_1291707876,topic_politics,0.9
evt_1291707877,topic_politics,0.9
evt_1291707878,topic_security,0.99
evt_1291707879,topic_politics,0.868
evt_1291707880,topic_politics,0.868
evt_1291707881,topic_politics,0.856
evt_1291707882,topic_politics,0.868
evt_1291707883,topic_politics,0.868
evt_1291707884,topic_politics,0.868
evt_1291707885,topic_politics,0.856
evt_1291707886,topic_politics,0.856
evt_1291707887,topic_politics,0.856
evt_1291707888,topic_politics,0.92
evt_1291707889,topic_security,1.0
evt_1291707890,topic_security,1.0
evt_1291707891,topic_politics,0.88
evt_1291707892,topic_politics,0.86
evt_1291707893,topic_politics,0.86
evt_1291707894,topic_politics,0.9
evt_1291707895,topic_politics,0.8
evt_1291707896,topic_politics,0.8
evt_1291707897,topic_politics,0.868
evt_1291707898,topic_politics,0.96
evt_1291707899,topic_politics,0.8
evt_1291707900,topic_politics,0.8
evt_1291707901,topic_politics,0.802
evt_1291707902,topic_politics,0.802
evt_1291707903,topic_politics,0.802
evt_1291707904,topic_politics,0.86
evt_1291707905,topic_politics,0.86
evt_1291707906,topic_politics,0.856
evt_1291707907,topic_politics,0.84
evt_1291707908,topic_politics,0.84
evt_1291707909,topic_politics,0.84
evt_1291707910,topic_politics,0.84
evt_1291707911,topic_politics,0.888
evt_1291707912,topic_security,0.98
evt_1291707913,topic_security,0.98
evt_1291707914,topic_security,1.0
evt_1291707915,topic_security,1.0
evt_1291707916,topic_politics,0.86
evt_1291707917,topic_security,0.9
evt_1291707918,topic_security,0.9
evt_1291707919,topic_politics,0.856
evt_1291707920,topic_politics,0.84
evt_1291707921,topic_politics,0.84
evt_1291707922,topic_politics,0.84
evt_1291707923,topic_politics,0.888
evt_1291707924,topic_politics,0.888
evt_1291707925,topic_politics,0.94
evt_1291707926,topic_politics,0.94
evt_1291707927,topic_politics,0.9
evt_1291707928,topic_politics,0.9
evt_1291707929,topic_politics,0.88
evt_1291707930,topic_politics,0.856
evt_1291707931,topic_politics,0.856
evt_1291707932,topic_politics,0.88
evt_1291707933,topic_politics,0.88
evt_1291707934,topic_politics,0.868
evt_1291707935,topic_politics,0.86
evt_1291707936,topic_security,0.9
evt_1291707937,topic_security,0.9
evt_1291707938,topic_politics,0.82
evt_1291707939,topic_security,1.0
evt_1291707940,topic_politics,0.84
evt_1291707941,topic_politics,0.8
evt_1291707942,topic_politics,0.8
evt_1291707943,topic_politics,0.8
evt_1291707944,topic_politics,0.808
evt_1291707945,topic_politics,0.86
evt_1291707946,topic_politics,0.88
evt_1291707947,topic_politics,0.94
evt_1291707948,topic_politics,0.87
evt_1291707949,topic_politics,0.87
evt_1291707950,topic_politics,0.868
evt_1291707951,topic_politics,0.868
evt_1291707952,topic_politics,0.948
evt_1291707953,topic_politics,0.948
evt_1291707954,topic_politics,0.84
evt_1291707955,topic_politics,0.84
evt_1291707956,topic_politics,0.84
evt_1291707957,topic_politics,0.84
evt_1291707958,topic_politics,0.88
evt_1291707959,topic_politics,0.88
evt_1291707960,topic_security,1.0
evt_1291707961,topic_politics,0.85
evt_1291707962,topic_politics,0.94
evt_1291707963,topic_politics,0.94
evt_1291707964,topic_politics,0.87
evt_1291707965,topic_politics,0.84
evt_1291707966,topic_politics,0.84
evt_1291707967,topic_politics,0.8
evt_1291707968,topic_politics,0.8
evt_1291707969,topic_politics,0.868
evt_1291707970,topic_politics,0.868
evt_1291707971,topic_security,1.0
evt_1291707972,topic_politics,0.82
evt_1291707973,topic_politics,0.9
evt_1291707974,topic_politics,0.8
evt_1291707975,topic_politics,0.88
evt_1291707976,topic_politics,0.88
evt_1291707977,topic_politics,0.888
evt_1291707978,topic_politics,0.888
evt_1291707979,topic_politics,0.9
evt_1291707980,topic_politics,1.0
evt_1291707981,topic_politics,0.92
evt_1291707982,topic_politics,0.88
evt_1291707983,topic_politics,0.92
evt_1291707984,topic_politics,0.8
evt_1291707985,topic_politics,0.86
evt_1291707986,topic_politics,0.86
evt_1291707987,topic_politics,0.86
evt_1291707988,topic_politics,0.86
evt_1291707989,topic_politics,0.88
evt_1291707990,topic_politics,0.84
evt_1291707991,topic_security,1.0
evt_1291707992,topic_security,1.0
evt_1291707993,topic_security,1.0
evt_1291707994,topic_security,1.0
evt_1291707995,topic_politics,0.868
evt_1291707996,topic_politics,0.868
evt_1291707997,topic_politics,0.868
evt_1291707998,topic_politics,0.838
evt_1291707999,topic_politics,0.86
evt_1291708000,topic_politics,0.88
evt_1291708001,topic_politics,0.88
evt_1291708002,topic_politics,0.8
evt_1291708003,topic_politics,0.8
evt_1291708004,topic_politics,0.82
evt_1291708005,topic_politics,0.9
evt_1291708006,topic_politics,0.9
evt_1291708007,topic_politics,0.808
evt_1291708008,topic_politics,0.82
evt_1291708009,topic_security,0.98
evt_1291708010,topic_politics,0.86
evt_1291708011,topic_politics,0.838
evt_1291708012,topic_politics,0.868
evt_1291708013,topic_politics,0.92
evt_1291708014,topic_politics,0.94
evt_1291708015,topic_politics,0.88
evt_1291708016,topic_security,1.0
evt_1291708017,topic_security,1.0
evt_1291708018,topic_security,1.0
evt_1291708019,topic_security,0.9
evt_1291708020,topic_security,0.9
evt_1291708021,topic_politics,0.82
evt_1291708022,topic_politics,0.82
evt_1291708023,topic_security,1.0
evt_1291708024,topic_politics,0.8
evt_1291708025,topic_politics,0.8
evt_1291708026,topic_politics,0.9
evt_1291708027,topic_politics,0.84
evt_1291708028,topic_politics,0.84
evt_1291708029,topic_politics,0.8
evt_1291708030,topic_politics,0.8
evt_1291708031,topic_politics,0.9
evt_1291708032,topic_politics,0.88
evt_1291708033,topic_politics,0.88
evt_1291708034,topic_politics,0.856
evt_1291708035,topic_politics,0.856
evt_1291708036,topic_politics,0.84
evt_1291708037,topic_politics,0.84
evt_1291708038,topic_politics,0.96
evt_1291708039,topic_politics,0.8
evt_1291708040,topic_politics,0.8
evt_1291708041,topic_politics,0.8
evt_1291708042,topic_politics,0.86
evt_1291708043,topic_politics,0.856
evt_1291708044,topic_politics,0.868
evt_1291708045,topic_politics,0.94
evt_1291708046,topic_politics,0.94
evt_1291708047,topic_politics,0.93
evt_1291708048,topic_politics,0.94
evt_1291708049,topic_politics,0.808
evt_1291708050,topic_politics,0.808
evt_1291708051,topic_politics,0.88
evt_1291708052,topic_politics,0.92
evt_1291708053,topic_politics,0.84
evt_1291708054,topic_politics,0.84
evt_1291708055,topic_politics,0.84
evt_1291708056,topic_politics,0.9
evt_1291708057,topic_politics,0.84
evt_1291708058,topic_politics,0.9
evt_1291708059,topic_politics,0.868
evt_1291708060,topic_politics,0.868
evt_1291708061,topic_politics,0.94
evt_1291708062,topic_politics,0.94
evt_1291708063,topic_politics,0.94
evt_1291708064,topic_security,0.9
evt_1291708065,topic_politics,0.8
evt_1291708066,topic_politics,0.8
evt_1291708067,topic_politics,0.808
evt_1291708068,topic_politics,0.8
evt_1291708069,topic_politics,0.92
evt_1291708070,topic_politics,0.9
evt_1291708071,topic_politics,0.84
evt_1291708072,topic_politics,0.84
evt_1291708073,topic_politics,0.8
evt_1291708074,topic_politics,0.8
evt_1291708075,topic_politics,0.8
evt_1291708076,topic_politics,0.86
evt_1291708077,topic_politics,0.86
evt_1291708078,topic_politics,0.838
evt_1291708079,topic_politics,0.928
evt_1291708080,topic_politics,0.928
evt_1291708081,topic_politics,0.928
evt_1291708082,topic_security,0.94
evt_1291708083,topic_security,1.0
evt_1291708084,topic_politics,0.84
evt_1291708085,topic_politics,0.84
evt_1291708086,topic_security,0.984
evt_1291708087,topic_security,1.0
evt_1291708088,topic_security,1.0
evt_1291708089,topic_politics,0.808
evt_1291708090,topic_politics,0.808
evt_1291708091,topic_politics,0.84
evt_1291708092,topic_politics,0.84
evt_1291708093,topic_security,1.0
evt_1291708094,topic_politics,0.86
evt_1291708095,topic_politics,0.86
evt_1291708096,topic_politics,0.86
evt_1291708097,topic_politics,0.86
evt_1291708098,topic_politics,0.838
evt_1291708099,topic_politics,0.93
evt_1291708100,topic_politics,0.93
evt_1291708101,topic_politics,0.93
evt_1291708102,topic_politics,0.93
evt_1291708103,topic_politics,0.88
evt_1291708104,topic_politics,0.93
evt_1291708105,topic_politics,0.868
evt_1291708106,topic_politics,0.808
evt_1291708107,topic_security,0.88
evt_1291708108,topic_politics,0.8
evt_1291708109,topic_politics,0.8
evt_1291708110,topic_politics,0.86
evt_1291708111,topic_politics,0.86
evt_1291708112,topic_security,1.0
evt_1291708113,topic_security,1.0
evt_1291708114,topic_politics,0.86
evt_1291708115,topic_security,1.0
evt_1291708116,topic_politics,0.84
evt_1291708117,topic_politics,0.86
evt_1291708118,topic_security,1.0
evt_1291708119,topic_security,1.0
evt_1291708120,topic_politics,0.8
evt_1291708121,topic_politics,0.8
evt_1291708122,topic_politics,0.808
evt_1291708123,topic_politics,0.856
evt_1291708124,topic_politics,0.94
evt_1291708125,topic_politics,0.94
evt_1291708126,topic_politics,0.94
evt_1291708127,topic_security,1.0
evt_1291708128,topic_politics,0.868
evt_1291708129,topic_security,0.99
evt_1291708130,topic_security,1.0
evt_1291708131,topic_politics,0.9
evt_1291708132,topic_politics,0.9
evt_1291708133,topic_politics,0.84
evt_1291708134,topic_politics,0.856
evt_1291708135,topic_security,1.0
evt_1291708136,topic_politics,0.93
evt_1291708137,topic_security,1.0
evt_1291708138,topic_security,1.0
evt_1291708139,topic_politics,0.8
evt_1291708140,topic_politics,0.856
evt_1291708141,topic_politics,0.9
evt_1291708142,topic_politics,0.9
evt_1291708143,topic_politics,0.9
evt_1291708144,topic_politics,0.94
evt_1291708145,topic_politics,0.94
evt_1291708146,topic_politics,0.94
evt_1291708147,topic_politics,0.868
evt_1291708148,topic_politics,0.868
evt_1291708149,topic_politics,0.868
evt_1291708150,topic_politics,0.868
evt_1291708151,topic_politics,0.868
evt_1291708152,topic_politics,0.82
evt_1291708153,topic_politics,0.868
evt_1291708154,topic_politics,0.868
evt_1291708155,topic_politics,0.808
evt_1291708156,topic_politics,0.88
evt_1291708157,topic_security,1.0
evt_1291708158,topic_security,1.0
evt_1291708159,topic_politics,0.93
evt_1291708160,topic_security,1.0
evt_1291708161,topic_politics,0.84
evt_1291708162,topic_politics,0.888
evt_1291708163,topic_politics,0.856
evt_1291708164,topic_politics,0.856
evt_1291708165,topic_politics,0.8
evt_1291708166,topic_security,1.0
evt_1291708167,topic_security,1.0
evt_1291708168,topic_security,0.984
evt_1291708169,topic_politics,0.838
evt_1291708170,topic_politics,0.84
evt_1291708171,topic_politics,0.93
evt_1291708172,topic_politics,0.93
evt_1291708173,topic_politics,0.86
evt_1291708174,topic_politics,0.86
evt_1291708175,topic_politics,0.93
evt_1291708176,topic_politics,0.92
evt_1291708177,topic_politics,0.84
evt_1291708178,topic_politics,0.84
evt_1291708179,topic_politics,0.856
evt_1291708180,topic_politics,0.856
evt_1291708181,topic_politics,0.8
evt_1291708182,topic_politics,0.8
evt_1291708183,topic_politics,0.888
evt_1291708184,topic_security,0.98
evt_1291708185,topic_politics,0.84
evt_1291708186,topic_politics,0.84
evt_1291708187,topic_politics,0.8
evt_1291708188,topic_politics,0.8
evt_1291708189,topic_politics,0.86
evt_1291708190,topic_politics,0.838
evt_1291708191,topic_politics,0.94
evt_1291708192,topic_politics,0.94
evt_1291708193,topic_politics,0.9
evt_1291708194,topic_politics,0.84
evt_1291708195,topic_politics,0.916
evt_1291708196,topic_politics,0.916
evt_1291708197,topic_security,1.0
evt_1291708198,topic_security,1.0
evt_1291708199,topic_security,1.0
evt_1291708200,topic_security,1.0
evt_1291708201,topic_security,1.0
evt_1291708202,topic_security,1.0
evt_1291708203,topic_security,1.0
evt_1291708204,topic_security,1.0
evt_1291708205,topic_security,1.0
evt_1291708206,topic_security,1.0
evt_1291708207,topic_politics,0.8
evt_1291708208,topic_security,0.98
evt_1291708209,topic_security,0.98
evt_1291708210,topic_politics,0.88
evt_1291708211,topic_politics,0.88
evt_1291708212,topic_politics,0.88
evt_1291708213,topic_politics,0.86
evt_1291708214,topic_politics,0.86
evt_1291708215,topic_politics,0.838
evt_1291708216,topic_politics,0.838
evt_1291708217,topic_politics,0.9
evt_1291708218,topic_security,0.9
evt_1291708219,topic_security,0.9
evt_1291708220,topic_politics,0.9
evt_1291708221,topic_politics,0.9
evt_1291708222,topic_politics,0.856
evt_1291708223,topic_politics,0.838
evt_1291708224,topic_security,0.9
evt_1291708225,topic_security,0.98
evt_1291708226,topic_politics,0.9
evt_1291708227,topic_politics,0.84
evt_1291708228,topic_politics,0.84
evt_1291708229,topic_politics,0.8
evt_1291708230,topic_politics,0.808
evt_1291708231,topic_politics,0.808
evt_1291708232,topic_politics,0.8
evt_1291708233,topic_politics,0.838
evt_1291708234,topic_security,0.9
evt_1291708235,topic_politics,0.9
evt_1291708236,topic_politics,0.82
evt_1291708237,topic_politics,0.94
evt_1291708238,topic_politics,0.84
evt_1291708239,topic_security,0.9
evt_1291708240,topic_security,0.9
evt_1291708241,topic_politics,0.868
evt_1291708242,topic_politics,0.88
evt_1291708243,topic_politics,0.802
evt_1291708244,topic_politics,0.88
evt_1291708245,topic_security,0.9
evt_1291708246,topic_security,0.9
evt_1291708247,topic_security,1.0
evt_1291708248,topic_security,1.0
evt_1291708249,topic_security,1.0
evt_1291708250,topic_security,1.0
evt_1291708251,topic_politics,0.84
evt_1291708252,topic_politics,0.87
evt_1291708253,topic_security,0.94
evt_1291708254,topic_politics,0.86
evt_1291708255,topic_politics,0.838
evt_1291708256,topic_politics,0.84
evt_1291708257,topic_politics,0.84
evt_1291708258,topic_politics,0.9
evt_1291708259,topic_politics,0.88
evt_1291708260,topic_politics,0.8
evt_1291708261,topic_politics,0.84
evt_1291708262,topic_politics,0.94
evt_1291708263,topic_politics,0.94
evt_1291708264,topic_politics,0.84
evt_1291708265,topic_politics,0.9
evt_1291708266,topic_politics,0.9
evt_1291708267,topic_politics,0.8
evt_1291708268,topic_politics,0.8
evt_1291708269,topic_politics,0.8
evt_1291708270,topic_politics,0.808
evt_1291708271,topic_politics,0.94
evt_1291708272,topic_politics,0.84
evt_1291708273,topic_politics,0.88
evt_1291708274,topic_politics,0.86
evt_1291708275,topic_politics,0.86
evt_1291708276,topic_politics,0.86
evt_1291708277,topic_politics,0.86
evt_1291708278,topic_politics,0.86
evt_1291708279,topic_politics,0.86
evt_1291708280,topic_politics,0.838
evt_1291708281,topic_politics,0.838
evt_1291708282,topic_security,0.9
evt_1291708283,topic_politics,0.84
evt_1291708284,topic_politics,0.868
evt_1291708285,topic_security,1.0
evt_1291708286,topic_politics,0.88
evt_1291708287,topic_politics,0.82
evt_1291708288,topic_politics,0.82
evt_1291708289,topic_security,0.98
evt_1291708290,topic_politics,0.838
evt_1291708291,topic_security,0.98
evt_1291708292,topic_security,0.98
evt_1291708293,topic_security,1.0
evt_1291708294,topic_security,1.0
evt_1291708295,topic_politics,0.8
evt_1291708296,topic_politics,0.8
evt_1291708297,topic_politics,0.8
evt_1291708298,topic_politics,0.8
evt_1291708299,topic_politics,0.8
evt_1291708300,topic_politics,0.84
evt_1291708301,topic_politics,0.86
evt_1291708302,topic_politics,0.8
evt_1291708303,topic_politics,0.8
evt_1291708304,topic_politics,0.8
evt_1291708305,topic_security,1.0
evt_1291708306,topic_security,1.0
evt_1291708307,topic_politics,0.8
evt_1291708308,topic_politics,0.94
evt_1291708309,topic_politics,0.84
evt_1291708310,topic_security,0.98
evt_1291708311,topic_politics,0.86
evt_1291708312,topic_security,0.9
evt_1291708313,topic_politics,0.8
evt_1291708314,topic_politics,0.86
evt_1291708315,topic_politics,0.94
evt_1291708316,topic_politics,0.84
evt_1291708317,topic_security,0.9
evt_1291708318,topic_security,0.98
evt_1291708319,topic_politics,0.868
evt_1291708320,topic_politics,0.868
evt_1291708321,topic_politics,0.868
evt_1291708322,topic_politics,0.838
evt_1291708323,topic_politics,0.838
evt_1291708324,topic_politics,0.84
evt_1291708325,topic_politics,0.96
evt_1291708326,topic_politics,0.9
evt_1291708327,topic_politics,0.84
evt_1291708328,topic_politics,0.88
evt_1291708329,topic_politics,0.838
evt_1291708330,topic_politics,0.9
evt_1291708331,topic_security,0.99
evt_1291708332,topic_politics,0.84
evt_1291708333,topic_security,0.99
evt_1291708334,topic_security,1.0
evt_1291708335,topic_security,1.0
evt_1291708336,topic_security,0.88
evt_1291708337,topic_security,0.88
evt_1291708338,topic_security,0.88
evt_1291708339,topic_politics,0.8
evt_1291708340,topic_security,1.0
evt_1291708341,topic_security,1.0
evt_1291708342,topic_security,1.0
evt_1291708343,topic_security,1.0
evt_1291708344,topic_security,1.0
evt_1291708345,topic_politics,0.8
evt_1291708346,topic_security,0.984
evt_1291708347,topic_politics,0.93
evt_1291708348,topic_politics,0.93
evt_1291708349,topic_politics,0.838
evt_1291708350,topic_politics,0.838
evt_1291708351,topic_politics,0.84
evt_1291708352,topic_politics,0.84
evt_1291708353,topic_politics,0.84
evt_1291708354,topic_security,1.0
evt_1291708355,topic_security,1.0
evt_1291708356,topic_politics,0.8
evt_1291708357,topic_politics,0.8
evt_1291708358,topic_politics,0.95
evt_1291708359,topic_politics,0.95
evt_1291708360,topic_politics,0.838
evt_1291708361,topic_politics,0.84
evt_1291708362,topic_politics,0.95
evt_1291708363,topic_politics,0.95
evt_1291708364,topic_politics,0.82
evt_1291708365,topic_politics,0.94
evt_1291708366,topic_politics,0.94
evt_1291708367,topic_security,0.99
evt_1291708368,topic_politics,0.8
evt_1291708369,topic_politics,0.8
evt_1291708370,topic_politics,0.84
evt_1291708371,topic_politics,0.84
evt_1291708372,topic_politics,0.84
evt_1291708373,topic_politics,0.868
evt_1291708374,topic_politics,0.868
evt_1291708375,topic_politics,0.868
evt_1291708376,topic_politics,0.868
evt_1291708377,topic_politics,0.868
evt_1291708378,topic_politics,0.82
evt_1291708379,topic_politics,0.868
evt_1291708380,topic_politics,0.82
evt_1291708381,topic_politics,0.82
evt_1291708382,topic_politics,0.838
evt_1291708383,topic_politics,0.838
evt_1291708384,topic_politics,0.88
evt_1291708385,topic_politics,0.88
evt_1291708386,topic_politics,0.88
evt_1291708387,topic_politics,0.868
evt_1291708388,topic_politics,0.868
evt_1291708389,topic_politics,0.868
evt_1291708390,topic_politics,0.868
evt_1291708391,topic_politics,0.868
evt_1291708392,topic_politics,0.808
evt_1291708393,topic_politics,0.856
evt_1291708394,topic_politics,0.856
evt_1291708395,topic_politics,0.84
evt_1291708396,topic_politics,0.84
evt_1291708397,topic_politics,0.8
evt_1291708398,topic_politics,0.808
evt_1291708399,topic_politics,0.868
evt_1291708400,topic_politics,0.868
evt_1291708401,topic_politics,0.868
evt_1291708402,topic_politics,0.868
evt_1291708403,topic_politics,0.868
evt_1291708404,topic_politics,0.868
evt_1291708405,topic_politics,0.868
evt_1291708406,topic_politics,0.856
evt_1291708407,topic_politics,0.8
evt_1291708408,topic_politics,0.84
evt_1291708409,topic_politics,0.84
evt_1291708410,topic_politics,0.868
evt_1291708411,topic_politics,0.88
evt_1291708412,topic_politics,0.9
evt_1291708413,topic_politics,0.9
evt_1291708414,topic_politics,0.84
evt_1291708415,topic_politics,0.84
evt_1291708416,topic_politics,0.84
evt_1291708417,topic_politics,0.84
evt_1291708418,topic_security,1.0
evt_1291708419,topic_security,1.0
evt_1291708420,topic_security,1.0
evt_1291708421,topic_security,0.88
evt_1291708422,topic_security,0.88
evt_1291708423,topic_security,0.88
evt_1291708424,topic_politics,0.82
evt_1291708425,topic_security,0.99
evt_1291708426,topic_politics,0.8
evt_1291708427,topic_politics,0.8
evt_1291708428,topic_security,1.0
evt_1291708429,topic_politics,0.868
evt_1291708430,topic_politics,0.868
evt_1291708431,topic_politics,0.868
evt_1291708432,topic_politics,0.808
evt_1291708433,topic_politics,0.808
evt_1291708434,topic_security,1.0
evt_1291708435,topic_security,1.0
evt_1291708436,topic_politics,0.868
evt_1291708437,topic_security,1.0
evt_1291708438,topic_security,1.0
evt_1291708439,topic_politics,0.8
evt_1291708440,topic_security,1.0
