1291783151	20250302	202503	2025	2025.1699	AUS	AUSTRALIA	AUS								MED	MEDIA						MED			1	010	010	01	1	0.0	4	1	4	0	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20260302000000	https://thedailyblog.co.nz/mediawatch-alt-right-canadian-billionaire-inches-closer-to-total-nzme-takeover-in-time-for-election/
1291783152	20250302	202503	2025	2025.1699	IRN	IRAN	IRN																		0	015	015	01	1	0.0	2	1	2	-5.88235294117647	1	Iran	IR	IR		32	53	IR	0								1	Iran	IR	IR		32	53	IR	20260302000000	https://www.perthnow.com.au/news/conflict/us-military-will-sink-irans-entire-navy-fleet-trump-c-21801283
1291783153	20250302	202503	2025	2025.1699	IRN	IRAN	IRN																		0	015	015	01	1	0.0	2	1	2	-5.88235294117647	1	Iran	IR	IR		32	53	IR	0								1	Kuwait	KU	KU		29.5	47.75	KU	20260302000000	https://www.perthnow.com.au/news/conflict/us-military-will-sink-irans-entire-navy-fleet-trump-c-21801283
1291783154	20250302	202503	2025	2025.1699	MED	MEDIA						MED													1	010	010	01	1	0.0	6	1	6	0	1	Australia	AS	AS		-25	135	AS	0								1	Australia	AS	AS		-25	135	AS	20260302000000	https://thedailyblog.co.nz/mediawatch-alt-right-canadian-billionaire-inches-closer-to-total-nzme-takeover-in-time-for-election/
1291783155	20250302	202503	2025	2025.1699	PAK	PAKISTANI	PAK								AFG	AFGHANISTAN	AFG								1	010	010	01	1	0.0	1	1	1	-7.31707317073171	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20260302000000	https://www.aljazeera.com/news/2026/3/1/blasts-heard-in-kabul-as-pakistan-afghanistan-conflict-continues
1291783156	20250302	202503	2025	2025.1699	PAK	PAKISTANI	PAK								AFG	AFGHANISTAN	AFG								1	010	010	01	1	0.0	1	1	1	-7.31707317073171	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	1	Iran	IR	IR		32	53	IR	20260302000000	https://www.aljazeera.com/news/2026/3/1/blasts-heard-in-kabul-as-pakistan-afghanistan-conflict-continues
1291783157	20250302	202503	2025	2025.1699	PAK	PAKISTANI	PAK								AFGGOV	AFGHANISTAN	AFG					GOV			1	010	010	01	1	0.0	1	1	1	-7.31707317073171	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20260302000000	https://www.aljazeera.com/news/2026/3/1/blasts-heard-in-kabul-as-pakistan-afghanistan-conflict-continues
1291783158	20250302	202503	2025	2025.1699	PAK	PAKISTANI	PAK								AFGGOV	AFGHANISTAN	AFG					GOV			1	010	010	01	1	0.0	1	1	1	-7.31707317073171	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20260302000000	https://www.aljazeera.com/news/2026/3/1/blasts-heard-in-kabul-as-pakistan-afghanistan-conflict-continues
1291783159	20250302	202503	2025	2025.1699	PAK	PAKISTANI	PAK								GOV	PRESIDENT						GOV			1	010	010	01	1	0.0	4	1	4	-7.31707317073171	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20260302000000	https://www.aljazeera.com/news/2026/3/1/blasts-heard-in-kabul-as-pakistan-afghanistan-conflict-continues
1291783160	20250302	202503	2025	2025.1699	PAK	PAKISTAN	PAK								GOV	PRESIDENT						GOV			1	010	010	01	1	0.0	2	1	2	-7.31707317073171	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	1	Iran	IR	IR		32	53	IR	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20260302000000	https://www.aljazeera.com/news/2026/3/1/blasts-heard-in-kabul-as-pakistan-afghanistan-conflict-continues
