1296193632	20260326	202603	2026	2026.2356											AFR	AFRICA	AFR								1	043	043	04	1	2.8	2	1	1	3.79746835443038	0								4	Wemmershoek, Western Cape, South Africa	SF	SF11	77338	-33.8755	19.0419	-1300656	4	Franschhoek, Western Cape, South Africa	SF	SF11	77338	-33.9108	19.1198	-1228880	20260326120000	http://www.southsudannewsagency.com/food-drinks/winelands-south-africa-most-beautiful-wineries-around-stellenbosch/
1296193633	20260326	202603	2026	2026.2356											AFR	AFRICA	AFR								1	043	043	04	1	2.8	2	1	2	3.79746835443038	0								4	Shiraz, Fars, Iran	IR	IR07	41111	29.6036	52.5388	-3085009	4	Shiraz, Fars, Iran	IR	IR07	41111	29.6036	52.5388	-3085009	20260326120000	http://www.southsudannewsagency.com/food-drinks/winelands-south-africa-most-beautiful-wineries-around-stellenbosch/
1296193634	20260326	202603	2026	2026.2356											AFR	AFRICA	AFR								1	0874	087	08	2	10.0	4	1	4	1.63098878695209	0								4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20260326120000	http://www.southsudannewsagency.com/trip-ideas/kruger-national-park-south-africa-where-it-when-go-and-what-see/
1296193635	20260326	202603	2026	2026.2356											AGR	FARMER						AGR			0	040	040	04	1	1.0	3	1	3	1.41843971631206	0								2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	20260326120000	https://www.postbulletin.com/community/horace-greeleys-1871-trip-to-rochester-hit-themes-of-self-determination-and-temperance
1296193636	20260326	202603	2026	2026.2356											AGR	FARMER						AGR			1	042	042	04	1	1.9	5	1	5	-0.66298342541437	0								4	Skibbereen, Cork, Ireland	EI	EI04	18286	51.55	-9.26667	-1505678	4	Skibbereen, Cork, Ireland	EI	EI04	18286	51.55	-9.26667	-1505678	20260326120000	https://www.southernstar.ie/subscriber-exclusives/west-cork-farming-the-reality-of-farming-on-an-irish-island-4357980
1296193637	20260326	202603	2026	2026.2356											AGR	FARMER						AGR			1	130	130	13	3	-4.4	10	1	10	-7.55064456721915	0								4	Hebron, Israel (general), Israel	IS	IS00	18315	31.5333	35.1	-793097	4	Hebron, Israel (general), Israel	IS	IS00	18315	31.5333	35.1	-793097	20260326120000	https://imemc.org/article/colonizers-injure-elderly-man-install-new-outposts-across-west-bank/
1296193638	20260326	202603	2026	2026.2356											ARE	UNITED ARAB EMIRATES	ARE								0	190	190	19	4	-10.0	2	1	2	-4.48275862068965	0								4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20260326120000	https://www.rockymounttelegram.com/news/world/iran-and-the-us-harden-their-positions-as-tehran-tightens-its-grip-on-the-strait/article_3d148f20-1d0c-5dc8-9464-68b0c025269c.html
1296193639	20260326	202603	2026	2026.2356											ARE	UNITED ARAB EMIRATES	ARE								0	190	190	19	4	-10.0	30	5	30	-3.94069175457933	0								4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20260326120000	https://www.dailypress.com/2026/03/26/iran-us-war-israel/
1296193640	20260326	202603	2026	2026.2356											ARE	UNITED ARAB EMIRATES	ARE								0	190	190	19	4	-10.0	10	5	10	-3.94069175457933	0								4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20260326120000	https://www.dailypress.com/2026/03/26/iran-us-war-israel/
1296193641	20260326	202603	2026	2026.2356											ARE	UNITED ARAB EMIRATES	ARE								0	190	190	19	4	-10.0	8	4	8	-3.80517503805175	0								4	Isfahan, Esfahan, Iran	IR	IR28	40941	32.6597	51.6714	6013426	4	Isfahan, Esfahan, Iran	IR	IR28	40941	32.6597	51.6714	6013426	20260326120000	https://www.dailypress.com/2026/03/26/iran-us-war-israel/
1296193642	20260326	202603	2026	2026.2356											BHS	BAHAMA	BHS								1	042	042	04	1	1.9	1	1	1	0.22668393782384	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20260326120000	https://3quarksdaily.com/3quarksdaily/2026/03/the-paradox-of-contemporary-ai-engineering-success-and-institutional-failure.html
1296193643	20260326	202603	2026	2026.2356											BHS	BAHAMA	BHS								1	110	110	11	3	-2.0	1	1	1	0.22668393782384	0								1	Bahamas, The	BF	BF		24	-76	BF	3	Columbia River, Oregon, United States	US	USOR		46.2443	-124.058	1140014	20260326120000	https://3quarksdaily.com/3quarksdaily/2026/03/the-paradox-of-contemporary-ai-engineering-success-and-institutional-failure.html
1296193644	20260326	202603	2026	2026.2356											BUS	COMPANIES						BUS			0	014	014	01	1	0.0	20	2	20	1.55979202772964	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20260326120000	http://www.bruneinews.net/news/278945438/credgenics-expands-into-insurance-with-launch-of-ai-powered-engagement-platform-credinsure
1296193645	20260326	202603	2026	2026.2356											BUS	BUSINESS						BUS			0	036	036	03	1	4.0	5	1	5	-2.04724409448819	0								1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20260326120000	https://www.asianews.it/news-en/New-regulations-on-Georgian-wine-65114.html
1296193646	20260326	202603	2026	2026.2356											BUS	COMPANY						BUS			1	040	040	04	1	1.0	5	1	5	6.19136960600375	0								3	South Padre Island, Texas, United States	US	USTX		26.1037	-97.1647	1376223	3	South Padre Island, Texas, United States	US	USTX		26.1037	-97.1647	1376223	20260326120000	https://www.dailystar.co.uk/news/us-news/meet-spring-break-influencers-raking-36926044
1296193647	20260326	202603	2026	2026.2356											BUS	BUSINESS						BUS			1	042	042	04	1	1.9	10	1	10	5.625	0								5	Cumbria, Cumbria, United Kingdom	UK	UKC9	40102	54.5833	-2.83333	-2593896	5	Cumbria, Cumbria, United Kingdom	UK	UKC9	40102	54.5833	-2.83333	-2593896	20260326120000	https://www.newsandstar.co.uk/news/25970720.carlisle-tech-firm-shortlisted-nw-family-business-awards/
1296193648	20260326	202603	2026	2026.2356											BUS	BUSINESS						BUS			0	042	042	04	1	1.9	1	1	1	0.46393926613243	0								3	Dickens County, Texas, United States	US	USTX		33.6168	-100.767	1383848	3	King County, Texas, United States	US	USTX		33.6168	-100.35	1383920	20260326120000	https://www.texastribune.org/2026/03/26/rural-texas-pharmacies-benefit-managers-strategies-stay-afloat/
1296193649	20260326	202603	2026	2026.2356											BUS	COMPANY						BUS			1	046	046	04	1	7.0	4	1	4	-0.609756097560974	0								1	Japan	JA	JA		36	138	JA	4	Panmure, Victoria, Australia	AS	AS07	5407	-38.3333	142.733	-1593853	20260326120000	https://www.investegate.co.uk/announcement/rns/investacc-group-limited--inac/result-of-agm/9494027
1296193650	20260326	202603	2026	2026.2356											BUS	COMPANY						BUS			1	050	050	05	1	3.5	5	1	5	-0.19550342130987	0								1	Bahamas, The	BF	BF		24	-76	BF	1	Bahamas, The	BF	BF		24	-76	BF	20260326120000	https://www.investegate.co.uk/announcement/rns/sintana-energy-inc---sei/sintana-announces-amendments-to-its-by-laws/9494034
1296193651	20260326	202603	2026	2026.2356											BUS	PRODUCER						BUS			1	051	051	05	1	3.4	10	1	10	1.69491525423729	0								4	Hampstead, Camden, United Kingdom	UK	UKC4	40110	51.55	-0.183333	-2598069	4	Hampstead, Camden, United Kingdom	UK	UKC4	40110	51.55	-0.183333	-2598069	20260326120000	https://www.c21media.net/news/call-the-midwife-outfit-neal-street-grows-development-team-with-two-key-hires/
1296193652	20260326	202603	2026	2026.2356											CAN	CANADA	CAN								0	042	042	04	1	1.9	2	1	2	0.0963391136801501	0								4	Romaine River, Quebec, Canada	CA	CA10	12787	50.3	-63.8	-572440	4	Romaine River, Quebec, Canada	CA	CA10	12787	50.3	-63.8	-572440	20260326120000	https://www.manilatimes.net/2026/03/26/tmt-newswire/globenewswire/saga-metals-acquires-strategic-titanium-assets-from-rio-tinto-in-quebec/2308321
1296193653	20260326	202603	2026	2026.2356											COP	POLICE OFFICER						COP			0	112	112	11	3	-2.0	2	1	2	-5.48523206751055	0								4	Matlala, Limpopo, South Africa	SF	SF09	6322	-23.806	29.0356	-1258171	4	Matlala, Limpopo, South Africa	SF	SF09	6322	-23.806	29.0356	-1258171	20260326120000	https://www.thesouthafrican.com/news/cachalia-to-consult-ramaphosa-on-masemola-future-latest/
1296193654	20260326	202603	2026	2026.2356											COP	POLICE						COP			0	130	130	13	3	-4.4	8	1	8	-5.48523206751055	0								4	Matlala, Limpopo, South Africa	SF	SF09	6322	-23.806	29.0356	-1258171	4	Matlala, Limpopo, South Africa	SF	SF09	6322	-23.806	29.0356	-1258171	20260326120000	https://www.thesouthafrican.com/news/cachalia-to-consult-ramaphosa-on-masemola-future-latest/
1296193655	20260326	202603	2026	2026.2356											COP	POLICE						COP			0	130	130	13	3	-4.4	2	1	2	-5.48523206751055	0								4	Matlala, Limpopo, South Africa	SF	SF09	6322	-23.806	29.0356	-1258171	4	Tshwane, Limpopo, South Africa	SF	SF09	77345	-25.1797	28.1135	-1292416	20260326120000	https://www.thesouthafrican.com/news/cachalia-to-consult-ramaphosa-on-masemola-future-latest/
1296193656	20260326	202603	2026	2026.2356											COP	PRISON						COP			1	173	173	17	4	-5.0	10	1	10	-4.95495495495495	0								2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	20260326120000	https://www.djournal.com/news/crime-law-enforcement/former-tupelo-doctor-pleads-guilty-to-state-child-porn-charge/article_d86233d0-2389-4e59-a686-f5523104a5f8.html
1296193657	20260326	202603	2026	2026.2356											COP	POLICE OFFICER						COP			1	190	190	19	4	-10.0	10	1	10	-6.2962962962963	0								4	Montepuez, Cabo Delgado, Mozambique	MZ	MZ01	21841	-13.1256	38.9997	-322564	4	Montepuez, Cabo Delgado, Mozambique	MZ	MZ01	21841	-13.1256	38.9997	-322564	20260326120000	https://www.idexonline.com/FullArticle?Id=51126
1296193658	20260326	202603	2026	2026.2356											CUB	CUBA	CUB								1	042	042	04	1	1.9	2	1	2	-8.65051903114188	0								1	Colombia	CO	CO		4	-72	CO	1	Colombia	CO	CO		4	-72	CO	20260326120000	https://www.dailystar.co.uk/news/latest-news/major-travel-warning-issued-breakbone-36925991
1296193659	20260326	202603	2026	2026.2356											CUB	CUBA	CUB								1	073	073	07	2	7.4	8	1	8	-8.65051903114188	0								4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	20260326120000	https://www.dailystar.co.uk/news/latest-news/major-travel-warning-issued-breakbone-36925991
1296193660	20260326	202603	2026	2026.2356											CUB	CUBA	CUB								1	073	073	07	2	7.4	2	1	2	-8.65051903114188	0								4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	20260326120000	https://www.dailystar.co.uk/news/latest-news/major-travel-warning-issued-breakbone-36925991
1296193661	20260326	202603	2026	2026.2356											CVL	VOTER						CVL			0	018	018	01	1	3.4	10	1	10	-0.52395209580838	0								2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	20260326120000	https://nebraskapublicmedia.org/en/news/news-articles/nebraskas-3rd-district-boasts-crowded-field-new-ideas/
1296193662	20260326	202603	2026	2026.2356											CVL	VILLAGE						CVL			1	040	040	04	1	1.0	10	1	10	-4.85436893203884	0								4	Burnham, Somerset, United Kingdom	UK	UKM3	40129	51.2417	-2.99528	-2591330	4	Burnham, Somerset, United Kingdom	UK	UKM3	40129	51.2417	-2.99528	-2591330	20260326120000	https://www.sloughobserver.co.uk/news/25970671.councillors-slammed-fuel-fire-migrant-comments/
1296193663	20260326	202603	2026	2026.2356											CVL	TRAVELLER						CVL			0	040	040	04	1	1.0	10	1	10	-3.51437699680512	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20260326120000	https://www.mirror.co.uk/news/health/easter-holidaymakers-warned-mosquitos-after-36926298
1296193664	20260326	202603	2026	2026.2356											CVL	VOTER						CVL			0	046	046	04	1	7.0	10	1	10	-0.52395209580838	0								2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	20260326120000	https://nebraskapublicmedia.org/en/news/news-articles/nebraskas-3rd-district-boasts-crowded-field-new-ideas/
1296193665	20260326	202603	2026	2026.2356											CVL	VILLAGE						CVL			1	111	111	11	3	-2.0	10	1	10	-4.85436893203884	0								4	Farnham Royal, Buckinghamshire, United Kingdom	UK	UKB9	40097	51.5333	-0.616667	-2595958	4	Farnham Royal, Buckinghamshire, United Kingdom	UK	UKB9	40097	51.5333	-0.616667	-2595958	20260326120000	https://www.sloughobserver.co.uk/news/25970671.councillors-slammed-fuel-fire-migrant-comments/
1296193666	20260326	202603	2026	2026.2356											CVLEDU	COMMUNITY						CVL	EDU		1	036	036	03	1	4.0	5	1	5	4.7979797979798	0								0								0								20260326120000	https://www.thegardenisland.com/2026/03/26/lifestyles/kauai-community-college-revives-career-fair/
1296193667	20260326	202603	2026	2026.2356											CZE	CZECH	CZE								1	042	042	04	1	1.9	10	1	10	-1.6	0								4	Jesen, Karlovarský, Czech Republic	EZ	EZ81	16559	50.1951	13.1955	-546534	4	Jesen, Karlovarský, Czech Republic	EZ	EZ81	16559	50.1951	13.1955	-546534	20260326120000	https://english.radio.cz/heavy-snow-czech-mountains-prompts-warning-drivers-and-hikers-8881825
1296193668	20260326	202603	2026	2026.2356											CZE	CZECH REPUBLIC	CZE								1	043	043	04	1	2.8	4	1	4	2.48724489795918	0								4	Karluv, Jihomoravský, Czech Republic	EZ	EZ78	14823	49.0353	16.7235	-547032	4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	20260326120000	https://www.irishexaminer.com/lifestyle/travel/arid-41494289.html
1296193669	20260326	202603	2026	2026.2356											CZE	CZECH	CZE								1	043	043	04	1	2.8	18	1	10	2.48724489795918	0								4	Praha, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	4	Praha, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	20260326120000	https://www.irishexaminer.com/lifestyle/travel/arid-41494289.html
1296193670	20260326	202603	2026	2026.2356											EDU	STUDENT						EDU			1	013	013	01	1	0.4	5	1	5	7.40740740740741	0								4	South Stoneham, Southampton, United Kingdom	UK	UKM4	40112	50.9333	-1.36667	-2608337	4	South Stoneham, Southampton, United Kingdom	UK	UKM4	40112	50.9333	-1.36667	-2608337	20260326120000	https://www.theconstructionindex.co.uk/news/view/vinci-consortium-to-build-southampton-campus-halls
1296193671	20260326	202603	2026	2026.2356											EDU	ECONOMIST						EDU			1	040	040	04	1	1.0	3	1	3	-2.41576605212969	0								1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20260326120000	https://www.rte.ie/brainstorm/2026/0326/1565150-ai-investments-jobs-tech-sector-financialisation-economy/
1296193672	20260326	202603	2026	2026.2356											EDU	STUDENT						EDU			1	043	043	04	1	2.8	4	1	4	3.33333333333334	0								4	Compton, Somerset, United Kingdom	UK	UKM3	40129	51.0931	-2.73056	-2593117	4	Compton, Somerset, United Kingdom	UK	UKM3	40129	51.0931	-2.73056	-2593117	20260326120000	https://www.newburytoday.co.uk/lifestyle/what-s-on-this-week-in-west-berks-your-community-listings-9459012/
1296193673	20260326	202603	2026	2026.2356											EDU	STUDENT						EDU			1	043	043	04	1	2.8	6	1	6	3.33333333333334	0								4	Newbury, West Berkshire, United Kingdom	UK	UKP4	40096	51.4	-1.31667	-2603950	4	Newbury, West Berkshire, United Kingdom	UK	UKP4	40096	51.4	-1.31667	-2603950	20260326120000	https://www.newburytoday.co.uk/lifestyle/what-s-on-this-week-in-west-berks-your-community-listings-9459012/
1296193674	20260326	202603	2026	2026.2356											EDU	STUDENT						EDU			1	051	051	05	1	3.4	3	1	3	5.30035335689046	0								3	Grant County, Indiana, United States	US	USIN		40.5584	-85.6591	450355	3	Grant County, Indiana, United States	US	USIN		40.5584	-85.6591	450355	20260326120000	https://www.insideindianabusiness.com/articles/historic-gift-to-support-nursing-students-at-ivy-tech-marion
1296193675	20260326	202603	2026	2026.2356											EDU	PROFESSOR						EDU			1	081	081	08	2	5.0	5	1	5	-4.83091787439614	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20260326120000	https://www.epw.in:443/journal/book-reviews/illusion-justice.html
1296193676	20260326	202603	2026	2026.2356											EGY	EGYPT	EGY								1	020	020	02	1	3.0	5	1	5	-0.62735257214555	0								4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20260326120000	https://www.jpost.com/israel-news/culture/article-891267
1296193677	20260326	202603	2026	2026.2356											EUR	EUROPE	EUR								1	080	080	08	2	5.0	6	1	6	-4.53333333333334	0								4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	20260326120000	https://www.novinite.com/articles/237696/Zelensky+Reveals+US+Pressure:+Leave+Donbas+or+Lose+Security+Guarantees
1296193678	20260326	202603	2026	2026.2356											GOV	AUDITOR GENERAL						GOV			0	020	020	02	1	3.0	3	1	3	-1.28571428571429	0								4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20260326120000	https://www.theglobeandmail.com/opinion/editorials/article-ottawa-hasnt-learned-its-lesson-on-immigration/
1296193679	20260326	202603	2026	2026.2356											GOV	IMMIGRATION MINIST						GOV			0	025	025	02	1	-0.3	3	1	3	-1.28571428571429	0								4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20260326120000	https://www.theglobeandmail.com/opinion/editorials/article-ottawa-hasnt-learned-its-lesson-on-immigration/
1296193680	20260326	202603	2026	2026.2356											GOV	PRIME MINISTER						GOV			1	030	030	03	1	4.0	10	1	10	4.82758620689655	0								4	Saskatchewan, Manitoba, Canada	CA	CA03	154724	52.15	-97.7167	-575075	4	Saskatchewan, Manitoba, Canada	CA	CA03	154724	52.15	-97.7167	-575075	20260326120000	https://discoverestevan.com/articles/premiers-call-on-federal-government-to-reform-judicial-appointments
1296193681	20260326	202603	2026	2026.2356											GOV	PRIME MINISTER						GOV			0	036	036	03	1	4.0	4	1	4	-5.94795539033458	0								1	Indonesia	ID	ID		-5	120	ID	1	Indonesia	ID	ID		-5	120	ID	20260326120000	https://www.asianews.it/news-en/Trump-and-Xi-Jinping-to-meet-in-China-on-14-and-15-May-65115.html
1296193682	20260326	202603	2026	2026.2356											GOV	PRIME MINISTER						GOV			0	036	036	03	1	4.0	2	1	2	-5.94795539033458	0								1	Indonesia	ID	ID		-5	120	ID	1	Nepal	NP	NP		28	84	NP	20260326120000	https://www.asianews.it/news-en/Trump-and-Xi-Jinping-to-meet-in-China-on-14-and-15-May-65115.html
1296193683	20260326	202603	2026	2026.2356											GOV	PRINCE						GOV			1	046	046	04	1	7.0	6	1	6	-0.75757575757575	0								2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	20260326120000	https://www.mirror.co.uk/news/royals/prince-harry-meghan-markle-proclaim-36926218
1296193684	20260326	202603	2026	2026.2356											GOV	GOVERNOR						GOV			0	050	050	05	1	3.5	10	1	10	-1.63078930202218	0								2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20260326120000	https://www.staradvertiser.com/2026/03/26/hawaii-news/state-moving-forward-with-rehab-of-hazardous-wahiawa-dam/
1296193685	20260326	202603	2026	2026.2356											GOV	GOVERNMENT						GOV			1	100	100	10	3	-5.0	5	1	5	4.82758620689655	0								4	Saskatchewan, Manitoba, Canada	CA	CA03	154724	52.15	-97.7167	-575075	4	Saskatchewan, Manitoba, Canada	CA	CA03	154724	52.15	-97.7167	-575075	20260326120000	https://discoverestevan.com/articles/premiers-call-on-federal-government-to-reform-judicial-appointments
1296193686	20260326	202603	2026	2026.2356											IGOUNO	UNITED NATIONS		UNO				IGO			1	030	030	03	1	4.0	10	1	10	-0.63176895306859	0								4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	20260326120000	https://www.theglobeandmail.com/opinion/article-what-it-would-take-for-a-province-to-lawfully-separate-from-canada/
1296193687	20260326	202603	2026	2026.2356											IRL	DUBLIN	IRL								1	040	040	04	1	1.0	10	1	10	10.5691056910569	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20260326120000	https://www.independent.ie/irish-news/a-dublin-art-director-says-state-support-is-needed-to-tackle-elitism-within-the-art-world/a1722352017.html
1296193688	20260326	202603	2026	2026.2356											IRL	DUBLIN	IRL								1	141	141	14	3	-6.5	10	1	10	10.5691056910569	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20260326120000	https://www.independent.ie/irish-news/a-dublin-art-director-says-state-support-is-needed-to-tackle-elitism-within-the-art-world/a1722352017.html
1296193689	20260326	202603	2026	2026.2356											IRL	DUBLIN	IRL								1	190	190	19	4	-10.0	8	1	8	-2.03966005665723	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20260326120000	https://www.wantedinrome.com/news/the-art-of-doing-nothing-italy-and-its-bureaucracy.html
1296193690	20260326	202603	2026	2026.2356											IRLEDU	IRELAND	IRL					EDU			1	040	040	04	1	1.0	1	1	1	-2.41576605212969	0								1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20260326120000	https://www.rte.ie/brainstorm/2026/0326/1565150-ai-investments-jobs-tech-sector-financialisation-economy/
