1294273620	20260315	202603	2026	2026.2055											ABW	ARUBA	ABW								0	042	042	04	1	1.9	7	1	6	-1.40969162995595	0								1	Aruba	AA	AA		12.5	-69.966667	AA	1	Aruba	AA	AA		12.5	-69.966667	AA	20260315000000	https://www.mynbc5.com/article/jetblue-flight-bomb-threat-vero-beach/70742334
1294273621	20260315	202603	2026	2026.2055											ARE	UNITED ARAB EMIRATES	ARE								1	036	036	03	1	4.0	8	1	8	-2.21402214022141	0								1	United Arab Emirates	AE	AE		24	54	AE	1	United Arab Emirates	AE	AE		24	54	AE	20260315000000	https://www.independentsentinel.com/irans-foreign-minister-to-let-everyone-but-us-israel-allies-pass-through-the-strait/
1294273622	20260315	202603	2026	2026.2055											AUS	SYDNEY	AUS								1	042	042	04	1	1.9	50	5	50	-3.36668724730626	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20260315000000	https://www.nynganobserver.com.au/story/9198819/more-mental-health-help-for-struggling-regional-parents/
1294273623	20260315	202603	2026	2026.2055											AUS	SYDNEY	AUS								0	051	051	05	1	3.4	25	5	25	-3.36668724730626	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Tablelands, Western Australia, Australia	AS	AS08	40197	-17.2667	126.85	-1603217	20260315000000	https://www.nynganobserver.com.au/story/9198819/more-mental-health-help-for-struggling-regional-parents/
1294273624	20260315	202603	2026	2026.2055											AUS	AUSTRALIAN	AUS								0	190	190	19	4	-10.0	15	5	15	-3.17321434501498	0								4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20260315000000	https://www.gloucesteradvocate.com.au/story/9198841/how-a-moment-of-despair-turned-into-a-movement/
1294273625	20260315	202603	2026	2026.2055											AUS	AUSTRALIA	AUS								0	190	190	19	4	-10.0	20	5	20	-3.17321434501498	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20260315000000	https://www.gloucesteradvocate.com.au/story/9198841/how-a-moment-of-despair-turned-into-a-movement/
1294273626	20260315	202603	2026	2026.2055											AUSHLH	SYDNEY	AUS					HLH			1	042	042	04	1	1.9	10	5	10	-3.36668724730626	0								4	Tablelands, Western Australia, Australia	AS	AS08	40197	-17.2667	126.85	-1603217	4	Tablelands, Western Australia, Australia	AS	AS08	40197	-17.2667	126.85	-1603217	20260315000000	https://www.nynganobserver.com.au/story/9198819/more-mental-health-help-for-struggling-regional-parents/
1294273627	20260315	202603	2026	2026.2055											BUS	BUSINESS						BUS			0	032	032	03	1	4.5	40	4	40	0.56242969628796	0								4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	20260315000000	https://www.bridgwatermercury.co.uk/news/national/25937252.john-swinney-promises-transformational-help-childcare-snp-re-elected/
1294273628	20260315	202603	2026	2026.2055											BUS	AIRLINE						BUS			0	043	043	04	1	2.8	5	1	5	-0.68093385214008	0								1	Hong Kong	HK	HK		22.25	114.166667	HK	1	Hong Kong	HK	HK		22.25	114.166667	HK	20260315000000	https://www.journalgazette.net/business/jet-fuel-prices-are-rising-that-could-make-summer-flights-more-expensive/article_203d29f9-20bf-58f5-9d70-5c2102cd402a.html
1294273629	20260315	202603	2026	2026.2055											BUS	BUSINESS						BUS			0	051	051	05	1	3.4	40	4	40	0.56242969628796	0								4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	20260315000000	https://www.bridgwatermercury.co.uk/news/national/25937252.john-swinney-promises-transformational-help-childcare-snp-re-elected/
1294273630	20260315	202603	2026	2026.2055											CHE	BERN	CHE								1	042	042	04	1	1.9	10	1	10	-3.08370044052863	0								4	Bern, Bern, Switzerland	SZ	SZ05	26290	46.9167	7.46667	-2551235	4	Bern, Bern, Switzerland	SZ	SZ05	26290	46.9167	7.46667	-2551235	20260315000000	https://wcti12.com/news/local/multiple-agencies-respond-to-reported-structure-fire-in-new-bern
1294273631	20260315	202603	2026	2026.2055											CHE	BERN	CHE								1	043	043	04	1	2.8	10	1	10	-3.08370044052863	0								4	Bern, Bern, Switzerland	SZ	SZ05	26290	46.9167	7.46667	-2551235	4	Bern, Bern, Switzerland	SZ	SZ05	26290	46.9167	7.46667	-2551235	20260315000000	https://wcti12.com/news/local/multiple-agencies-respond-to-reported-structure-fire-in-new-bern
1294273632	20260315	202603	2026	2026.2055											CHR	CHRISTIAN				CHR					0	043	043	04	1	2.8	6	1	6	-1.01010101010101	0								4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	20260315000000	https://www.thecable.ng/lagos-to-host-nigeria-prays-summit-on-march-22/
1294273633	20260315	202603	2026	2026.2055											COP	POLICE						COP			1	080	080	08	2	5.0	20	2	20	-7.04225352112676	0								0								0								20260315000000	https://www.cochranetimespost.ca:443/news/timmins-police-service-investigation-shooting-in-schumacher
1294273634	20260315	202603	2026	2026.2055											CRM	CRIMINAL						CRM			0	061	061	06	2	6.4	10	1	10	-6.8649885583524	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20260315000000	https://www.independentsentinel.com/man-who-sold-terrorist-a-gun-had-multiple-arrests-for-the-same-crime/
1294273635	20260315	202603	2026	2026.2055											CRM	CRIMINAL						CRM			0	080	080	08	2	5.0	10	2	10	-4.95978552278821	0								0								0								20260315000000	https://www.saultthisweek.com:443/news/heated-argument-with-girlfriend-induces-sudbury-man-to-ignore-driving-ban
1294273636	20260315	202603	2026	2026.2055											CRM	CRIMINAL						CRM			1	173	173	17	4	-5.0	10	2	10	-4.95978552278821	0								0								0								20260315000000	https://www.saultthisweek.com:443/news/heated-argument-with-girlfriend-induces-sudbury-man-to-ignore-driving-ban
1294273637	20260315	202603	2026	2026.2055											CVL	SCIENTIST						CVL			1	036	036	03	1	4.0	3	1	3	-0.79470198675497	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20260315000000	https://www.zerohedge.com/medical/influenza-vaccine-effectiveness-lower-recent-months-preliminary-data-show
1294273638	20260315	202603	2026	2026.2055											CVL	CIVILIAN						CVL			0	040	040	04	1	1.0	4	2	4	-5.36821589504327	0								4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	1	Israel	IS	IS		31.5	34.75	IS	20260315000000	https://www.maitlandmercury.com.au/story/9198762/who-chief-says-12-medics-dead-in-strike-on-lebanon/
1294273639	20260315	202603	2026	2026.2055											CVL	CIVILIAN						CVL			0	040	040	04	1	1.0	16	2	16	-5.36821589504327	0								1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20260315000000	https://www.maitlandmercury.com.au/story/9198762/who-chief-says-12-medics-dead-in-strike-on-lebanon/
1294273640	20260315	202603	2026	2026.2055											CVL	COMMUNITY						CVL			0	043	043	04	1	2.8	10	1	10	0.5089058524173	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20260315000000	https://www.santacruzsentinel.com/2026/03/14/tracey-weiss-our-ocean-backyard-climate-action-begins-at-lunch/
1294273641	20260315	202603	2026	2026.2055											CVL	COMMUNITY						CVL			0	0874	087	08	2	10.0	20	2	20	-4.95978552278821	0								0								0								20260315000000	https://www.saultthisweek.com:443/news/heated-argument-with-girlfriend-induces-sudbury-man-to-ignore-driving-ban
1294273642	20260315	202603	2026	2026.2055											CVL	RESIDENTS						CVL			1	100	100	10	3	-5.0	10	1	10	-3.60934182590234	0								3	Lincoln County, Nebraska, United States	US	USNE		41.05	-100.767	835877	3	Lincoln County, Nebraska, United States	US	USNE		41.05	-100.767	835877	20260315000000	https://www.wowt.com/2026/03/14/wildfire-operations-continue-near-jeffrey-lake-crews-use-burnouts-box-fire/
1294273643	20260315	202603	2026	2026.2055											CVL	CIVILIAN						CVL			0	111	111	11	3	-2.0	4	2	4	-5.36821589504327	0								4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20260315000000	https://www.maitlandmercury.com.au/story/9198762/who-chief-says-12-medics-dead-in-strike-on-lebanon/
1294273644	20260315	202603	2026	2026.2055											CVL	CIVILIAN						CVL			0	111	111	11	3	-2.0	16	2	16	-5.36821589504327	0								1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20260315000000	https://www.maitlandmercury.com.au/story/9198762/who-chief-says-12-medics-dead-in-strike-on-lebanon/
1294273645	20260315	202603	2026	2026.2055											EDU	SCHOOL						EDU			0	042	042	04	1	1.9	4	1	4	-2.86532951289398	0								3	Pajaro Valley, California, United States	US	USCA		36.8605	-121.809	230243	3	Pajaro Valley, California, United States	US	USCA		36.8605	-121.809	230243	20260315000000	https://www.santacruzsentinel.com/2026/03/14/editorial-school-districts-with-falling-enrollment-must-make-difficult-decisions/
1294273646	20260315	202603	2026	2026.2055											EDU	SCHOOL						EDU			0	042	042	04	1	1.9	6	1	6	-2.86532951289398	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20260315000000	https://www.santacruzsentinel.com/2026/03/14/editorial-school-districts-with-falling-enrollment-must-make-difficult-decisions/
1294273647	20260315	202603	2026	2026.2055											EDU	SCHOOL						EDU			0	042	042	04	1	1.9	10	1	10	5.85831062670299	0								1	Philippines	RP	RP		13	122	RP	1	Philippines	RP	RP		13	122	RP	20260315000000	https://tribune.net.ph/2026/03/14/wilbert-tolentino-graduates-from-college-at-50
1294273648	20260315	202603	2026	2026.2055											EDU	SCHOOL						EDU			0	051	051	05	1	3.4	12	4	12	0.56242969628796	0								4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	20260315000000	https://www.bridgwatermercury.co.uk/news/national/25937252.john-swinney-promises-transformational-help-childcare-snp-re-elected/
1294273649	20260315	202603	2026	2026.2055											EDU	SCHOOL						EDU			0	051	051	05	1	3.4	8	4	8	0.56242969628796	0								4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	20260315000000	https://www.bridgwatermercury.co.uk/news/national/25937252.john-swinney-promises-transformational-help-childcare-snp-re-elected/
1294273650	20260315	202603	2026	2026.2055											EDU	SCHOOL						EDU			1	173	173	17	4	-5.0	10	1	10	2.53164556962025	0								0								0								20260315000000	https://www.santacruzsentinel.com/2026/03/14/photos-great-egrets-on-the-hunt-at-santa-cruz-high/
1294273651	20260315	202603	2026	2026.2055											ESP	SPANISH	ESP								0	043	043	04	1	2.8	10	1	10	2.27272727272728	0								1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20260315000000	https://thehardtackle.com/transfer-news/2026/03/15/newcastle-united-could-compete-with-manchester-united-manchester-city-for-elliot-anderson/
1294273652	20260315	202603	2026	2026.2055											GBR	BRITAIN	GBR								0	040	040	04	1	1.0	2	1	2	-3.49946977730647	0								1	South Korea	KS	KS		37	127.5	KS	1	United Kingdom	UK	UK		54	-4	UK	20260315000000	https://www.whec.com/ap-top-news/ap-top-news-international/tehran-claims-the-us-attacked-it-from-the-uae-as-iran-war-enters-its-third-week/
1294273653	20260315	202603	2026	2026.2055											GBR	BRITAIN	GBR								0	040	040	04	1	1.0	8	1	8	-3.49946977730647	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20260315000000	https://www.whec.com/ap-top-news/ap-top-news-international/tehran-claims-the-us-attacked-it-from-the-uae-as-iran-war-enters-its-third-week/
1294273654	20260315	202603	2026	2026.2055											GBR	UNITED KINGDOM	GBR								0	042	042	04	1	1.9	2	1	2	3.14285714285715	0								1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20260315000000	https://thehardtackle.com/transfer-news/2026/03/15/chelsea-closing-in-on-signing-valentin-barco/
1294273655	20260315	202603	2026	2026.2055											GBR	UNITED KINGDOM	GBR								1	112	112	11	3	-2.0	2	1	2	-4.30107526881721	0								4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	20260315000000	http://www.bgnes.com/entertainment/harry-and-meghan-criticize-author-of-royal-biography-for-conspiracy-theories-and-sensationalism
1294273656	20260315	202603	2026	2026.2055											GBR	UNITED KINGDOM	GBR								1	173	173	17	4	-5.0	4	1	4	-25.8064516129032	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20260315000000	https://www.theguardian.com/society/2026/mar/14/londons-burning-actor-john-alford-54-dies-in-prison
1294273657	20260315	202603	2026	2026.2055											GOV	FIREFIGHTER						GOV			0	036	036	03	1	4.0	2	1	2	-4.34782608695652	0								2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	3	Woodlawn, South Carolina, United States	US	USSC	SC065	33.626	-82.1321	1230519	20260315000000	https://wach.com/news/local/2026-03-14-200-acre-wildfire-burns-on-sumter-national-forest-woodlawn-fire-burning-mccormick-county
1294273658	20260315	202603	2026	2026.2055											GOV	FIREFIGHTER						GOV			0	036	036	03	1	4.0	3	1	3	-4.34782608695652	0								2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	20260315000000	https://wach.com/news/local/2026-03-14-200-acre-wildfire-burns-on-sumter-national-forest-woodlawn-fire-burning-mccormick-county
1294273659	20260315	202603	2026	2026.2055											GOV	PLANNING COMMISSION						GOV			1	040	040	04	1	1.0	5	1	5	0.305810397553519	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20260315000000	https://www.mynbc5.com/article/white-house-underground-center/70739644
1294273660	20260315	202603	2026	2026.2055											GOV	PRESIDENT						GOV			1	051	051	05	1	3.4	6	1	6	5.80357142857143	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20260315000000	https://dentonrc.com/news/denton-s-riley-webb-visits-the-white-house-with-rodeo-world-champions/article_2725108b-9b1d-4328-94fb-3b05a5ab419a.html
1294273661	20260315	202603	2026	2026.2055											GOV	PRINCE						GOV			1	120	120	12	3	-4.0	6	1	6	1.43884892086331	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20260315000000	https://www.thenews.com.pk/latest/1395690-prince-william-has-little-forgiveness-in-heart-for-prince-harry
1294273662	20260315	202603	2026	2026.2055											GOV	AUTHORITIES						GOV			1	173	173	17	4	-5.0	6	1	6	-2.46305418719212	0								3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	20260315000000	https://whky.com/kidnapping-investigation-results-in-arrest-of-suspect-recovery-of-child/
1294273663	20260315	202603	2026	2026.2055											GOV	AUTHORITIES						GOV			1	181	181	18	4	-9.0	6	1	6	-2.46305418719212	0								3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	20260315000000	https://whky.com/kidnapping-investigation-results-in-arrest-of-suspect-recovery-of-child/
1294273664	20260315	202603	2026	2026.2055											HLH	HOSPITAL						HLH			1	036	036	03	1	4.0	20	1	10	1.51515151515152	0								0								0								20260315000000	https://www.gloucesteradvocate.com.au/story/9143543/child-pedestrian-injured-at-muswellbrook-flown-to-newcastle/
1294273665	20260315	202603	2026	2026.2055											HRV	CROATIAN	HRV								1	050	050	05	1	3.5	8	1	8	0.66518847006652	0								1	Croatia	HR	HR		45.166667	15.5	HR	1	Croatia	HR	HR		45.166667	15.5	HR	20260315000000	https://thehardtackle.com/transfer-news/2026/03/15/barcelona-open-talks-with-representatives-of-luka-vuskovic-prioritising-summer-move/
1294273666	20260315	202603	2026	2026.2055											IRN	IRAN	IRN								0	020	020	02	1	3.0	3	2	3	-2.24485688909878	0								4	Kharg Island, Bushehr, Iran	IR	IR22	40962	29.2458	50.3158	-3070760	1	Ukraine	UP	UP		49	32	UP	20260315000000	https://www.nbcconnecticut.com/news/politics/president-trump/iran-negotiate-ceasefire-deal-trump-kharg-hormuz-oil/3713939/
1294273667	20260315	202603	2026	2026.2055											IRN	IRAN	IRN								0	020	020	02	1	3.0	1	1	1	-2.27861211807354	0								1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20260315000000	https://www.aol.com/articles/trump-says-iran-ready-negotiate-231205210.html
1294273668	20260315	202603	2026	2026.2055											IRN	IRAN	IRN								1	042	042	04	1	1.9	4	1	4	-4.59558823529412	0								1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20260315000000	https://www.independentsentinel.com/the-unholy-alliance-of-radical-islam-and-the-hardcore-left/
1294273669	20260315	202603	2026	2026.2055											IRN	IRAN	IRN								1	043	043	04	1	2.8	2	1	2	-4.57516339869281	0								4	Kharg, Bushehr, Iran	IR	IR22	40962	29.25	50.3286	-3067896	4	Kharg, Bushehr, Iran	IR	IR22	40962	29.25	50.3286	-3067896	20260315000000	http://www.russiaherald.com/news/278922635/iran-fm-araghchi-claims-us-attacks-on-kharg-islands-came-from-uae
1294273670	20260315	202603	2026	2026.2055											IRN	IRAN	IRN								1	130	130	13	3	-4.4	6	1	6	-4.57516339869281	0								4	Kharg, Bushehr, Iran	IR	IR22	40962	29.25	50.3286	-3067896	4	Kharg, Bushehr, Iran	IR	IR22	40962	29.25	50.3286	-3067896	20260315000000	http://www.russiaherald.com/news/278922635/iran-fm-araghchi-claims-us-attacks-on-kharg-islands-came-from-uae
1294273671	20260315	202603	2026	2026.2055											IRN	IRAN	IRN								0	130	130	13	3	-4.4	12	2	12	-2.25329569634247	0								4	Kharg Island, Bushehr, Iran	IR	IR22	40962	29.2458	50.3158	-3070760	4	Kharg Island, Bushehr, Iran	IR	IR22	40962	29.2458	50.3158	-3070760	20260315000000	https://www.aol.com/articles/trump-says-iran-ready-negotiate-231205210.html
1294273672	20260315	202603	2026	2026.2055											IRN	IRAN	IRN								0	186	186	18	4	-10.0	10	1	10	-6.94444444444445	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20260315000000	https://tribune.net.ph/2026/03/14/us-embassy-attacked-in-baghdad-strikes-hit-iran-backed-fighters
1294273673	20260315	202603	2026	2026.2055											IRN	IRAN	IRN								0	194	194	19	4	-10.0	2	1	2	-4.57516339869281	0								4	Abu Musa, Hormozgan, Iran	IR	IR11	25307	25.867	55.0236	216753	4	Abu Musa, Hormozgan, Iran	IR	IR11	25307	25.867	55.0236	216753	20260315000000	http://www.russiaherald.com/news/278922635/iran-fm-araghchi-claims-us-attacks-on-kharg-islands-came-from-uae
1294273674	20260315	202603	2026	2026.2055											JUD	PROSECUTOR						JUD			1	020	020	02	1	3.0	1	1	1	-7.5	0								2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20260315000000	https://www.eng.kavkaz-uzel.eu/articles/73661
1294273675	20260315	202603	2026	2026.2055											LBN	LEBANON	LBN								0	046	046	04	1	7.0	16	2	16	-5.36821589504327	0								4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20260315000000	https://www.maitlandmercury.com.au/story/9198762/who-chief-says-12-medics-dead-in-strike-on-lebanon/
1294273676	20260315	202603	2026	2026.2055											LBN	LEBANON	LBN								0	046	046	04	1	7.0	4	2	4	-5.36821589504327	0								1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20260315000000	https://www.maitlandmercury.com.au/story/9198762/who-chief-says-12-medics-dead-in-strike-on-lebanon/
1294273677	20260315	202603	2026	2026.2055											LEG	GENERAL ASSEMBLY						LEG			0	129	129	12	3	-5.0	3	1	3	-0.68054443554844	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20260315000000	https://www.yahoo.com/news/articles/10-most-important-things-happened-232733143.html
1294273678	20260315	202603	2026	2026.2055											MED	MEDIA						MED			0	020	020	02	1	3.0	2	1	2	-1.95729537366548	0								3	North Bend, Pennsylvania, United States	US	USPA		41.3501	-77.7022	1204297	3	North Bend, Pennsylvania, United States	US	USPA		41.3501	-77.7022	1204297	20260315000000	https://www.yahoo.com/news/articles/anti-ice-protest-draws-dozens-214056428.html
1294273679	20260315	202603	2026	2026.2055											MED	MEDIA						MED			0	020	020	02	1	3.0	8	1	8	-1.95729537366548	0								3	Hagerstown, Maryland, United States	US	USMD	MD043	39.6418	-77.72	598385	3	North Bend, Pennsylvania, United States	US	USPA		41.3501	-77.7022	1204297	20260315000000	https://www.yahoo.com/news/articles/anti-ice-protest-draws-dozens-214056428.html
1294273680	20260315	202603	2026	2026.2055											MIL	MARINES						MIL			0	043	043	04	1	2.8	20	2	20	-5.27143981117231	0								1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20260315000000	https://www.kawc.org/npr-news/2026-03-14/u-s-embassy-in-baghdad-again-urges-americans-to-leave-iraq-as-trump-touts-strikes-on-iran
1294273681	20260315	202603	2026	2026.2055											MIL	MARINES						MIL			0	043	043	04	1	2.8	10	2	10	-5.27143981117231	0								1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20260315000000	https://www.kawc.org/npr-news/2026-03-14/u-s-embassy-in-baghdad-again-urges-americans-to-leave-iraq-as-trump-touts-strikes-on-iran
1294273682	20260315	202603	2026	2026.2055											MIL	NAVAL BASE						MIL			0	130	130	13	3	-4.4	7	2	7	-4.00574692983957	0								4	Kharg Island, Bushehr, Iran	IR	IR22	40962	29.2458	50.3158	-3070760	4	Kharg Island, Bushehr, Iran	IR	IR22	40962	29.2458	50.3158	-3070760	20260315000000	https://www.whec.com/ap-top-news/ap-top-news-international/tehran-claims-the-us-attacked-it-from-the-uae-as-iran-war-enters-its-third-week/
