1294466363	20250316	202503	2025	2025.2082	CAN	CANADA	CAN																		0	120	120	12	3	-4.0	2	1	2	-1.38121546961326	4	Kelowna, British Columbia, Canada	CA	CA02	12566	49.9	-119.483	-567125	0								4	Kelowna, British Columbia, Canada	CA	CA02	12566	49.9	-119.483	-567125	20260316120000	https://www.simcoe.com/news/barrie-rental-rates-feb26/article_2f268f72-6e5c-5387-976d-7808731aa704.html
1294466364	20250316	202503	2025	2025.2082	GOV	ADMINISTRATION						GOV													0	111	111	11	3	-2.0	6	1	6	-4.06147091108672	1	Russia	RS	RS		60	100	RS	0								2	California, United States	US	USCA		36.17	-119.746	CA	20260316120000	https://www.aol.co.uk/articles/trump-ally-peter-thiel-brings-112943842.html
1294466365	20250316	202503	2025	2025.2082	JAM	KINGSTON	JAM																		0	120	120	12	3	-4.0	1	1	1	-1.38121546961326	4	Kelowna, British Columbia, Canada	CA	CA02	12566	49.9	-119.483	-567125	0								4	Kelowna, British Columbia, Canada	CA	CA02	12566	49.9	-119.483	-567125	20260316120000	https://www.simcoe.com/news/barrie-rental-rates-feb26/article_2f268f72-6e5c-5387-976d-7808731aa704.html
1294466366	20250316	202503	2025	2025.2082	JAM	KINGSTON	JAM								CAN	CANADA	CAN								0	120	120	12	3	-4.0	4	1	4	-1.38121546961326	4	Kelowna, British Columbia, Canada	CA	CA02	12566	49.9	-119.483	-567125	4	Kelowna, British Columbia, Canada	CA	CA02	12566	49.9	-119.483	-567125	4	Kelowna, British Columbia, Canada	CA	CA02	12566	49.9	-119.483	-567125	20260316120000	https://www.simcoe.com/news/barrie-rental-rates-feb26/article_2f268f72-6e5c-5387-976d-7808731aa704.html
1294466367	20250316	202503	2025	2025.2082	USA	UNITED STATES	USA								RUSGOV	RUSSIA	RUS					GOV			0	111	111	11	3	-2.0	4	1	4	-4.06147091108672	2	California, United States	US	USCA		36.17	-119.746	CA	1	Russia	RS	RS		60	100	RS	2	California, United States	US	USCA		36.17	-119.746	CA	20260316120000	https://www.aol.co.uk/articles/trump-ally-peter-thiel-brings-112943842.html
1294466368	20260214	202602	2026	2026.1205											BUS	INVESTOR						BUS			1	060	060	06	2	6.0	7	1	7	0.70921985815603	0								3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	20260316120000	https://www.investorschronicle.co.uk/live-blog/cdca98d9-fe6c-4b3b-961a-5e41f34588ec
1294466369	20260214	202602	2026	2026.1205	ARE	DUBAI	ARE								NGA	NIGERIA	NGA								1	173	173	17	4	-5.0	4	1	4	-2.65210608424337	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20260316120000	https://www.occrp.org/en/news/alleged-fake-prince-scammer-arrested-in-nigeria-as-new-apparent-victim-of-same-romance-scheme-comes-forward
1294466370	20260214	202602	2026	2026.1205	AREGOV	DUBAI	ARE					GOV			NGA	NIGERIA	NGA								1	173	173	17	4	-5.0	3	1	3	-2.65210608424337	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20260316120000	https://www.occrp.org/en/news/alleged-fake-prince-scammer-arrested-in-nigeria-as-new-apparent-victim-of-same-romance-scheme-comes-forward
1294466371	20260214	202602	2026	2026.1205	CHN	CHINA	CHN																		0	010	010	01	1	0.0	10	1	10	1.20481927710844	4	Yuanqiao, Jiangsu, China	CH	CH04	13155	32.7385	120.248	10864918	0								4	Yuanqiao, Jiangsu, China	CH	CH04	13155	32.7385	120.248	10864918	20260316120000	https://english.news.cn/20260316/95c62844f57048bf9574a547b1914214/c.html
1294466372	20260214	202602	2026	2026.1205	JUD	SUPREME COURT						JUD			USA	UNITED STATES	USA								1	110	110	11	3	-2.0	4	1	4	-2.1324354657688	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20260316120000	https://www.newsweek.com/trump-slams-supreme-court-says-it-ransacked-america-11681858
1294466373	20260214	202602	2026	2026.1205	MEX	MEXICAN	MEX								CRM	DRUG TRAFFICKER						CRM			1	173	173	17	4	-5.0	2	1	2	-4.12087912087912	4	Jalisco, Baja California, Mexico	MX	MX02	19586	32.5175	-115.235	-1661292	4	Jalisco, Baja California, Mexico	MX	MX02	19586	32.5175	-115.235	-1661292	4	Jalisco, Baja California, Mexico	MX	MX02	19586	32.5175	-115.235	-1661292	20260316120000	https://www.cbsnews.com/news/mexico-arrests-suspect-el-mencho-deadly-capture/
1294466374	20260214	202602	2026	2026.1205	MEXGOV	MEXICAN	MEX					GOV			CRM	DRUG TRAFFICKER						CRM			1	173	173	17	4	-5.0	3	1	3	-4.12087912087912	4	Jalisco, Baja California, Mexico	MX	MX02	19586	32.5175	-115.235	-1661292	4	Jalisco, Baja California, Mexico	MX	MX02	19586	32.5175	-115.235	-1661292	4	Jalisco, Baja California, Mexico	MX	MX02	19586	32.5175	-115.235	-1661292	20260316120000	https://www.cbsnews.com/news/mexico-arrests-suspect-el-mencho-deadly-capture/
1294466375	20260309	202603	2026	2026.1890	AFR	AFRICA	AFR								BUS	BUSINESS						BUS			1	051	051	05	1	3.4	10	1	10	1.60642570281124	1	Zimbabwe	ZI	ZI		-19	29	ZI	1	Zimbabwe	ZI	ZI		-19	29	ZI	1	Zimbabwe	ZI	ZI		-19	29	ZI	20260316120000	https://www.newsday.co.zw/local-news/article/200052717/church-backs-mnangagwas-term-extension
1294466376	20260309	202603	2026	2026.1890	BUS	COMPANY						BUS			GBR	WALES	GBR								0	036	036	03	1	4.0	1	1	1	5.27950310559006	4	Bermondsey, Southwark, United Kingdom	UK	UKM8	40110	51.5	-0.066667	-2589739	4	Southwark, Southwark, United Kingdom	UK	UKM8	40110	51.5	-0.083333	-2608353	4	Southwark, Southwark, United Kingdom	UK	UKM8	40110	51.5	-0.083333	-2608353	20260316120000	https://www.hellomagazine.com/royalty/889678/kate-middleton-breaks-tradition-unexpected-mothers-day-message/
