1292099772	20250303	202503	2025	2025.1726	CANEDU	MCGILL	CAN					EDU													0	1123	112	11	3	-2.0	6	1	6	-6.65760869565218	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	0								4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	20260303120000	https://www.dailystar.co.uk/news/world-news/glasgow-gangsters-ross-mcgill-steven-36807776
1292099773	20250303	202503	2025	2025.1726	CANEDU	MCGILL	CAN					EDU			GBR	UNITED KINGDOM	GBR								0	1123	112	11	3	-2.0	1	1	1	-6.65760869565218	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	20260303120000	https://www.dailystar.co.uk/news/world-news/glasgow-gangsters-ross-mcgill-steven-36807776
1292099774	20250303	202503	2025	2025.1726	GBR	UNITED KINGDOM	GBR																		1	051	051	05	1	3.4	4	1	4	2.58064516129032	4	Dolgellau, Gwynedd, United Kingdom	UK	UKY2	40184	52.75	-3.88333	-2594455	0								4	Dolgellau, Gwynedd, United Kingdom	UK	UKY2	40184	52.75	-3.88333	-2594455	20260303120000	https://www.denbighshirefreepress.co.uk/news/25902425.ruthin-male-voice-choir-celebrate-waless-patron-saint/
1292099775	20250303	202503	2025	2025.1726	GBR	UNITED KINGDOM	GBR																		0	1123	112	11	3	-2.0	1	1	1	-6.65760869565218	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	0								4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	20260303120000	https://www.dailystar.co.uk/news/world-news/glasgow-gangsters-ross-mcgill-steven-36807776
1292099776	20250303	202503	2025	2025.1726	MNCUSAMED	GOOGLE	USA					MNC	MED												1	0831	083	08	2	5.0	5	1	5	2.79898218829516	0								0								0								20260303120000	https://www.businesstoday.in/technology/news/story/apple-iphone-17e-or-google-pixel-10a-top-5-differences-you-need-to-know-519012-2026-03-03
1292099777	20260224	202602	2026	2026.1479											GOV	GOVERNMENT						GOV			0	014	014	01	1	0.0	8	1	8	-2.25872689938398	0								4	Boaz Island, Sandys, Bermuda	BD	BD08	5938	32.3086	-64.8531	-1393952	4	Boaz Island, Sandys, Bermuda	BD	BD08	5938	32.3086	-64.8531	-1393952	20260303120000	https://www.royalgazette.com/environment/news/article/20260303/trailer-park-housing-draws-opposition/
1292099778	20260224	202602	2026	2026.1479	ARE	UNITED ARAB EMIRATES	ARE								IRL	CORK	IRL								1	043	043	04	1	2.8	4	1	4	-2.88461538461538	5	Westmeath, Westmeath, Ireland	EI	EI29	18307	53.5	-7.5	-1506168	5	Westmeath, Westmeath, Ireland	EI	EI29	18307	53.5	-7.5	-1506168	5	Westmeath, Westmeath, Ireland	EI	EI29	18307	53.5	-7.5	-1506168	20260303120000	https://hoganstand.com/County/National/Article/Index/339496
1292099779	20260224	202602	2026	2026.1479	ARE	UNITED ARAB EMIRATES	ARE								IRL	CORK	IRL								1	043	043	04	1	2.8	4	1	4	-2.88461538461538	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	5	Westmeath, Westmeath, Ireland	EI	EI29	18307	53.5	-7.5	-1506168	5	Westmeath, Westmeath, Ireland	EI	EI29	18307	53.5	-7.5	-1506168	20260303120000	https://hoganstand.com/County/National/Article/Index/339496
1292099780	20260224	202602	2026	2026.1479	ARE	UNITED ARAB EMIRATES	ARE								IRL	CORK	IRL								1	043	043	04	1	2.8	12	1	12	-2.88461538461538	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	5	Westmeath, Westmeath, Ireland	EI	EI29	18307	53.5	-7.5	-1506168	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20260303120000	https://hoganstand.com/County/National/Article/Index/339496
1292099781	20260224	202602	2026	2026.1479	BMU	BERMUDA	BMU								GOV	GOVERNMENT						GOV			0	014	014	01	1	0.0	2	1	2	-2.25872689938398	4	Boaz Island, Sandys, Bermuda	BD	BD08	5938	32.3086	-64.8531	-1393952	4	Boaz Island, Sandys, Bermuda	BD	BD08	5938	32.3086	-64.8531	-1393952	4	Boaz Island, Sandys, Bermuda	BD	BD08	5938	32.3086	-64.8531	-1393952	20260303120000	https://www.royalgazette.com/environment/news/article/20260303/trailer-park-housing-draws-opposition/
1292099782	20260224	202602	2026	2026.1479	ELI	ACTOR						ELI			FRA	PARIS	FRA								1	042	042	04	1	1.9	6	1	6	1.20481927710843	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20260303120000	https://www.dailystar.co.uk/showbiz/jim-carrey-breaks-silence-unrecognisable-36807771
1292099783	20260224	202602	2026	2026.1479	ELI	ACTOR						ELI			FRA	PARIS	FRA								1	042	042	04	1	1.9	2	1	2	1.20481927710843	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20260303120000	https://www.dailystar.co.uk/showbiz/jim-carrey-breaks-silence-unrecognisable-36807771
1292099784	20260224	202602	2026	2026.1479	FRA	PARIS	FRA								ELI	ACTOR						ELI			1	043	043	04	1	2.8	7	1	7	1.20481927710843	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20260303120000	https://www.dailystar.co.uk/showbiz/jim-carrey-breaks-silence-unrecognisable-36807771
1292099785	20260224	202602	2026	2026.1479	FRA	PARIS	FRA								ELI	ACTOR						ELI			1	043	043	04	1	2.8	1	1	1	1.20481927710843	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20260303120000	https://www.dailystar.co.uk/showbiz/jim-carrey-breaks-silence-unrecognisable-36807771
1292099786	20260224	202602	2026	2026.1479	GOV	FOREIGN MINIST						GOV			RUS	RUSSIAN	RUS								0	050	050	05	1	3.5	2	1	2	-3.1331592689295	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20260303120000	https://www.freepressjournal.in/business/russian-crude-may-have-a-comeback-in-indias-oil-contracts-as-supplies-dry-up-from-west-asia
1292099787	20260224	202602	2026	2026.1479	GOV	FOREIGN MINIST						GOV			RUS	RUSSIAN	RUS								0	050	050	05	1	3.5	8	1	8	-3.1331592689295	1	India	IN	IN		20	77	IN	1	Russia	RS	RS		60	100	RS	1	India	IN	IN		20	77	IN	20260303120000	https://www.freepressjournal.in/business/russian-crude-may-have-a-comeback-in-indias-oil-contracts-as-supplies-dry-up-from-west-asia
1292099788	20260224	202602	2026	2026.1479	IRL	CORK	IRL								ARE	UNITED ARAB EMIRATES	ARE								1	042	042	04	1	1.9	8	1	8	-2.88461538461538	5	Meath, Meath, Ireland	EI	EI21	18299	53.6667	-6.66667	-1504473	5	Meath, Meath, Ireland	EI	EI21	18299	53.6667	-6.66667	-1504473	5	Meath, Meath, Ireland	EI	EI21	18299	53.6667	-6.66667	-1504473	20260303120000	https://hoganstand.com/County/National/Article/Index/339496
1292099789	20260224	202602	2026	2026.1479	IRL	CORK	IRL								ARE	UNITED ARAB EMIRATES	ARE								1	042	042	04	1	1.9	12	1	12	-2.88461538461538	5	Westmeath, Westmeath, Ireland	EI	EI29	18307	53.5	-7.5	-1506168	5	Westmeath, Westmeath, Ireland	EI	EI29	18307	53.5	-7.5	-1506168	5	Westmeath, Westmeath, Ireland	EI	EI29	18307	53.5	-7.5	-1506168	20260303120000	https://hoganstand.com/County/National/Article/Index/339496
1292099790	20260224	202602	2026	2026.1479	RUS	RUSSIAN	RUS								GOV	FOREIGN MINIST						GOV			0	050	050	05	1	3.5	2	1	2	-3.1331592689295	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20260303120000	https://www.freepressjournal.in/business/russian-crude-may-have-a-comeback-in-indias-oil-contracts-as-supplies-dry-up-from-west-asia
1292099791	20260224	202602	2026	2026.1479	RUS	RUSSIAN	RUS								GOV	FOREIGN MINIST						GOV			0	050	050	05	1	3.5	8	1	8	-3.1331592689295	1	Russia	RS	RS		60	100	RS	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20260303120000	https://www.freepressjournal.in/business/russian-crude-may-have-a-comeback-in-indias-oil-contracts-as-supplies-dry-up-from-west-asia
1292099792	20260302	202603	2026	2026.1699	GBRCOP	SCOTLAND	GBR					COP													0	060	060	06	2	6.0	6	1	6	-6.65760869565218	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	0								4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	20260303120000	https://www.dailystar.co.uk/news/world-news/glasgow-gangsters-ross-mcgill-steven-36807776
1292099793	20260302	202603	2026	2026.1699	GBRCOP	SCOTLAND	GBR					COP			BHRGOV	BAHRAIN	BHR					GOV			0	173	173	17	4	-5.0	6	1	6	-6.65760869565218	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	1	Bahrain	BA	BA		26	50.5	BA	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	20260303120000	https://www.dailystar.co.uk/news/world-news/glasgow-gangsters-ross-mcgill-steven-36807776
1292099794	20260302	202603	2026	2026.1699	GBRCOP	SCOTLAND	GBR					COP			GBR	UNITED KINGDOM	GBR								0	060	060	06	2	6.0	2	1	2	-6.65760869565218	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	20260303120000	https://www.dailystar.co.uk/news/world-news/glasgow-gangsters-ross-mcgill-steven-36807776
1292099795	20260302	202603	2026	2026.1699	GBRCOP	SCOTLAND	GBR					COP			GBR	UNITED KINGDOM	GBR								0	060	060	06	2	6.0	2	1	2	-6.65760869565218	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Fuengirola, AndalucíSP, Spain	SP	SP51	25782	36.5433	-4.6269	-383095	20260303120000	https://www.dailystar.co.uk/news/world-news/glasgow-gangsters-ross-mcgill-steven-36807776
1292099796	20260302	202603	2026	2026.1699	GBRCOP	SCOTLAND	GBR					COP			GBR	UNITED KINGDOM	GBR								0	173	173	17	4	-5.0	2	1	2	-6.65760869565218	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	20260303120000	https://www.dailystar.co.uk/news/world-news/glasgow-gangsters-ross-mcgill-steven-36807776
1292099797	20260302	202603	2026	2026.1699	GBRCOP	SCOTLAND	GBR					COP			GBR	UNITED KINGDOM	GBR								0	173	173	17	4	-5.0	2	1	2	-6.65760869565218	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Fuengirola, AndalucíSP, Spain	SP	SP51	25782	36.5433	-4.6269	-383095	4	Fuengirola, AndalucíSP, Spain	SP	SP51	25782	36.5433	-4.6269	-383095	20260303120000	https://www.dailystar.co.uk/news/world-news/glasgow-gangsters-ross-mcgill-steven-36807776
