1293422960	20260303	202603	2026	2026.1726	IRN	IRAN	IRN								USAGOV	THE WHITE HOUSE	USA					GOV			0	112	112	11	3	-2.0	1	1	1	-3.74414976599064	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20260310120000	https://www.dailymail.co.uk/news/article-15631765/Trump-Starmer-legal-Iran-call-PM-King-state-visit.html
1293422961	20260303	202603	2026	2026.1726	KOR	SOUTH KOREAN	KOR								TKM	TURKMENISTAN	TKM								1	051	051	05	1	3.4	1	1	1	5.2	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	1	Turkmenistan	TX	TX		40	60	TX	1	Turkmenistan	TX	TX		40	60	TX	20260310120000	https://en.yna.co.kr/view/AEN20260309002900315
1293422962	20260303	202603	2026	2026.1726	KOR	SOUTH KOREAN	KOR								TKM	TURKMENISTAN	TKM								1	051	051	05	1	3.4	1	1	1	5.2	1	Turkmenistan	TX	TX		40	60	TX	1	Iran	IR	IR		32	53	IR	1	Turkmenistan	TX	TX		40	60	TX	20260310120000	https://en.yna.co.kr/view/AEN20260309002900315
1293422963	20260303	202603	2026	2026.1726	MIL	MILITARY						MIL			IRN	IRAN	IRN								1	030	030	03	1	4.0	8	1	8	-2.13776722090262	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	20260310120000	https://www.thenational.scot/news/25922385.support-donald-trumps-bombing-iran-plunges-uk/
1293422964	20260309	202603	2026	2026.1890	GOV	SECRETARY OF STATE						GOV			GBR	SCOTLAND	GBR								1	1712	171	17	4	-9.2	8	1	8	-3.17848410757947	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	20260310120000	https://www.thenational.scot/news/25922253.douglas-alexander-slated-glasgow-fire-error/
1293422965	20260309	202603	2026	2026.1890	GOV	GOVERNOR						GOV			IND	MUMBAI	IND								1	042	042	04	1	1.9	4	1	4	1.21212121212121	5	Tripura, Tripura, India	IN	IN26	70256	24	92	-2113451	5	Tripura, Tripura, India	IN	IN26	70256	24	92	-2113451	5	Tripura, Tripura, India	IN	IN26	70256	24	92	-2113451	20260310120000	https://www.freepressjournal.in/mumbai/jishnu-dev-varma-takes-oath-as-maharashtra-governor-at-mumbais-lok-bhavan-watch
1293422966	20260309	202603	2026	2026.1890	IND	MUMBAI	IND								GOV	GOVERNOR						GOV			1	043	043	04	1	2.8	6	1	6	1.21212121212121	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20260310120000	https://www.freepressjournal.in/mumbai/jishnu-dev-varma-takes-oath-as-maharashtra-governor-at-mumbais-lok-bhavan-watch
1293422967	20260310	202603	2026	2026.1918											AUS	AUSTRALIA	AUS								1	051	051	05	1	3.4	2	1	2	1.58273381294964	0								4	Dungog, New South Wales, Australia	AS	AS02	5096	-32.4003	151.758	-1570971	4	Dungog, New South Wales, Australia	AS	AS02	5096	-32.4003	151.758	-1570971	20260310120000	https://www.dungogchronicle.com.au/story/9194902/newcastle-maritime-museum-11th-hour-deal-to-save-collection/
1293422968	20260310	202603	2026	2026.1918											AUS	AUSTRALIA	AUS								1	051	051	05	1	3.4	2	1	2	1.58273381294964	0								4	Lake Macquarie, New South Wales, Australia	AS	AS02	5096	-33.0652	151.601	-1585125	4	Dungog, New South Wales, Australia	AS	AS02	5096	-32.4003	151.758	-1570971	20260310120000	https://www.dungogchronicle.com.au/story/9194902/newcastle-maritime-museum-11th-hour-deal-to-save-collection/
1293422969	20260310	202603	2026	2026.1918											BGD	BANGLADESH	BGD								1	031	031	03	1	5.2	1	1	1	-3.22209436133487	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20260310120000	https://www.indiatoday.in/world/story/india-5000-tonnes-diesel-shipment-agreement-bangladesh-friendship-pipeline-iran-war-energy-crisis-2879856-2026-03-10
1293422970	20260310	202603	2026	2026.1918											BGD	BANGLADESH	BGD								1	031	031	03	1	5.2	4	1	4	-3.22209436133487	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20260310120000	https://www.indiatoday.in/world/story/india-5000-tonnes-diesel-shipment-agreement-bangladesh-friendship-pipeline-iran-war-energy-crisis-2879856-2026-03-10
1293422971	20260310	202603	2026	2026.1918											BUS	INDUSTRY						BUS			1	020	020	02	1	3.0	3	1	3	-2.4024024024024	0								4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	20260310120000	https://www.newslaundry.com/2026/03/10/all-was-well-according-to-sources-and-media-that-quoted-them-then-lpg-reality-arrived
1293422972	20260310	202603	2026	2026.1918											BUS	INDUSTRY						BUS			1	036	036	03	1	4.0	5	1	5	1.69491525423729	0								4	Nagpur, Maharashtra, India	IN	IN16	17784	21.15	79.1	-2105396	4	Nagpur, Maharashtra, India	IN	IN16	17784	21.15	79.1	-2105396	20260310120000	https://www.nagpurtoday.in/100-assured-supply-of-lpg-to-homes-cng-for-vehicles-govt/03101425
1293422973	20260310	202603	2026	2026.1918											BUS	INDUSTRY						BUS			1	036	036	03	1	4.0	3	1	3	4.15584415584415	0								4	Magherafelt, Magherafelt, United Kingdom	UK	UKS7	40160	54.7667	-6.6	-2602427	4	Magherafelt, Magherafelt, United Kingdom	UK	UKS7	40160	54.7667	-6.6	-2602427	20260310120000	https://www.irishnews.com/news/business/henry-brothers-starts-work-on-new-state-of-the-art-headquarters-in-magherafelt-X5IP7MV23FFIZEADIQXRHYNVWI/
1293422974	20260310	202603	2026	2026.1918											BUS	INDUSTRY						BUS			1	036	036	03	1	4.0	2	1	2	4.15584415584415	0								4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	20260310120000	https://www.irishnews.com/news/business/henry-brothers-starts-work-on-new-state-of-the-art-headquarters-in-magherafelt-X5IP7MV23FFIZEADIQXRHYNVWI/
1293422975	20260310	202603	2026	2026.1918											BUS	BUSINESS						BUS			0	040	040	04	1	1.0	10	1	10	5.04347826086957	0								4	Ladakh, Jammu and Kashmir, India	IN	IN12	72785	34.5	77.5	-2102224	4	Ladakh, Jammu and Kashmir, India	IN	IN12	72785	34.5	77.5	-2102224	20260310120000	https://orissadiary.com/india-holds-bilateral-meetings-with-germany-and-indonesia-on-enhancing-tourism-and-sustainable-travel-at-itb-berlin-2026/
1293422976	20260310	202603	2026	2026.1918											BUS	BUSINESS						BUS			0	046	046	04	1	7.0	10	1	10	5.04347826086957	0								4	Ladakh, Jammu and Kashmir, India	IN	IN12	72785	34.5	77.5	-2102224	4	Ladakh, Jammu and Kashmir, India	IN	IN12	72785	34.5	77.5	-2102224	20260310120000	https://orissadiary.com/india-holds-bilateral-meetings-with-germany-and-indonesia-on-enhancing-tourism-and-sustainable-travel-at-itb-berlin-2026/
1293422977	20260310	202603	2026	2026.1918											BUS	CORPORATION						BUS			1	046	046	04	1	7.0	4	1	4	-1.38248847926267	0								4	Nagpur, Maharashtra, India	IN	IN16	17784	21.15	79.1	-2105396	4	Nagpur, Maharashtra, India	IN	IN16	17784	21.15	79.1	-2105396	20260310120000	https://www.nagpurtoday.in/strict-action-if-domestic-lpg-cylinders-found-in-hotels-district-collector-dr-vipin-itankar/03101437
1293422978	20260310	202603	2026	2026.1918											BUS	COMPANY						BUS			1	050	050	05	1	3.5	10	1	10	-3.54767184035477	0								1	Mozambique	MZ	MZ		-18.25	35	MZ	1	Mozambique	MZ	MZ		-18.25	35	MZ	20260310120000	https://www.miningmx.com/news/markets/64559-kenmare-facing-vat-hit-after-mozambique-springs-tax-surprise/
1293422979	20260310	202603	2026	2026.1918											BUS	INDUSTRY						BUS			1	051	051	05	1	3.4	3	1	3	4.15584415584415	0								4	Magherafelt, Magherafelt, United Kingdom	UK	UKS7	40160	54.7667	-6.6	-2602427	4	Magherafelt, Magherafelt, United Kingdom	UK	UKS7	40160	54.7667	-6.6	-2602427	20260310120000	https://www.irishnews.com/news/business/henry-brothers-starts-work-on-new-state-of-the-art-headquarters-in-magherafelt-X5IP7MV23FFIZEADIQXRHYNVWI/
1293422980	20260310	202603	2026	2026.1918											BUS	COMPANY						BUS			1	062	062	06	2	7.4	8	1	8	-3.68098159509203	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20260310120000	https://www.techradar.com/ai-platforms-assistants/openai/openais-head-of-robotics-resigns-over-pentagon-deal-warning-about-surveillance-and-lethal-autonomy
1293422981	20260310	202603	2026	2026.1918											BUS	BANK						BUS			0	0874	087	08	2	10.0	10	1	10	-4.01119402985074	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20260310120000	https://www.nyoooz.com/news/delhi/1727154/india-is-growing-older--failing-its-elders/
1293422982	20260310	202603	2026	2026.1918											BUS	INDUSTRY						BUS			0	111	111	11	3	-2.0	6	1	6	3.42679127725856	0								4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20260310120000	https://www.mirror.co.uk/news/world-news/breaking-vladimir-putin-plotting-ambitious-36843369
1293422983	20260310	202603	2026	2026.1918											CAN	CANADA	CAN								0	051	051	05	1	3.4	2	1	2	2.98210735586481	0								4	Brantford, Ontario, Canada	CA	CA08	12642	43.1333	-80.2667	-561588	4	Brantford, Ontario, Canada	CA	CA08	12642	43.1333	-80.2667	-561588	20260310120000	https://www.prnewswire.com/news-releases/outdoor-brands-llc-accelerates-retail-footprint-and-operational-investments-ahead-of-2026-grilling-season-302708782.html
1293422984	20260310	202603	2026	2026.1918											CHN	SHANGHAI	CHN								1	036	036	03	1	4.0	10	1	10	4.05117270788913	0								4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Zhangjiang, Zhejiang, China	CH	CH02	13324	29.755	120.719	10562445	20260310120000	https://www.manilatimes.net/2026/03/10/tmt-newswire/pr-newswire/dingdong-cayman-limited-to-hold-2026-annual-general-meeting-of-shareholders-on-march-27-2026/2296795
1293422985	20260310	202603	2026	2026.1918											COG	CONGO	COG								1	100	100	10	3	-5.0	4	1	4	-4.65753424657535	0								1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	20260310120000	https://www.prnewswire.com/news-releases/fleurette-agrees-penal-order-to-end-dutch-investigation---no-individuals-charged-302709407.html
1293422986	20260310	202603	2026	2026.1918											COP	DEPUTIES						COP			1	080	080	08	2	5.0	6	1	6	-9.92366412213745	0								3	Metrohealth Medical Center, Ohio, United States	US	USOH		41.4618	-81.6966	1075221	3	Metrohealth Medical Center, Ohio, United States	US	USOH		41.4618	-81.6966	1075221	20260310120000	https://www.cleveland19.com/2026/03/10/trial-begin-man-accused-deadly-hit-skip-summit-county-grandma/
1293422987	20260310	202603	2026	2026.1918											COP	LAW ENFORCEMENT AUTHORITIES						COP			0	130	130	13	3	-4.4	6	1	6	-8.29616413916146	0								4	Bubi, Matabeleland North, Zimbabwe	ZI	ZI06	40197	-18.9233	27.7516	-2307809	4	Bubi, Matabeleland North, Zimbabwe	ZI	ZI06	40197	-18.9233	27.7516	-2307809	20260310120000	https://www.thezimbabwean.co/2026/03/busted-anti-sanctions-boss-ousted-over-us26k-borehole-scam/
1293422988	20260310	202603	2026	2026.1918											COP	LAW ENFORCEMENT AUTHORITIES						COP			0	130	130	13	3	-4.4	4	1	4	-8.29616413916146	0								4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20260310120000	https://www.thezimbabwean.co/2026/03/busted-anti-sanctions-boss-ousted-over-us26k-borehole-scam/
1293422989	20260310	202603	2026	2026.1918											CVL	RESIDENTS						CVL			1	045	045	04	1	5.0	10	1	10	2.08333333333333	0								4	Fukuoka, Fukuoka, Japan	JA	JA07	33728	33.5833	130.4	-227372	4	Fukuoka, Fukuoka, Japan	JA	JA07	33728	33.5833	130.4	-227372	20260310120000	https://www.fukuoka-now.com/en/event/kyushu-roundtable-02-talent-wars/
1293422990	20260310	202603	2026	2026.1918											CVL	COMMUNITY						CVL			1	046	046	04	1	7.0	2	1	2	0.813008130081301	0								3	New Braunfels, Texas, United States	US	USTX		29.703	-98.1245	1342440	3	New Braunfels, Texas, United States	US	USTX		29.703	-98.1245	1342440	20260310120000	https://communityimpact.com/san-antonio/new-braunfels/education/2026/03/10/check-out-updates-on-17-comal-isd-bond-projects/
1293422991	20260310	202603	2026	2026.1918											CVL	COMMUNITY						CVL			1	100	100	10	3	-5.0	10	1	10	-0.38022813688212	0								1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	20260310120000	https://www.ky3.com/2026/03/10/billings-becomes-next-city-ask-communitys-help-solving-crimes/
1293422992	20260310	202603	2026	2026.1918											CVL	RESIDENTS						CVL			1	110	110	11	3	-2.0	10	1	10	2.08333333333333	0								4	Fukuoka, Fukuoka, Japan	JA	JA07	33728	33.5833	130.4	-227372	4	Fukuoka, Fukuoka, Japan	JA	JA07	33728	33.5833	130.4	-227372	20260310120000	https://www.fukuoka-now.com/en/event/kyushu-roundtable-02-talent-wars/
1293422993	20260310	202603	2026	2026.1918											DEU	GERMAN	DEU								1	050	050	05	1	3.5	1	1	1	-4.95283018867925	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20260310120000	https://www.theguardian.com/business/2026/mar/10/vw-cut-jobs-trump-tariffs-chinese-sales-audi-porsche
1293422994	20260310	202603	2026	2026.1918											DEU	GERMAN	DEU								1	050	050	05	1	3.5	1	1	1	-4.95283018867925	0								1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20260310120000	https://www.theguardian.com/business/2026/mar/10/vw-cut-jobs-trump-tariffs-chinese-sales-audi-porsche
1293422995	20260310	202603	2026	2026.1918											DEU	GERMANY	DEU								1	111	111	11	3	-2.0	4	1	4	-4.36046511627907	0								4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20260310120000	https://www.theguardian.com/film/2026/mar/10/quentin-tarantino-responds-rosanna-arquette-pulp-fiction-n-word-criticism
1293422996	20260310	202603	2026	2026.1918											DEULAB	GERMAN	DEU					LAB			1	050	050	05	1	3.5	6	1	6	-4.95283018867925	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20260310120000	https://www.theguardian.com/business/2026/mar/10/vw-cut-jobs-trump-tariffs-chinese-sales-audi-porsche
1293422997	20260310	202603	2026	2026.1918											DNKJUD	DENMARK	DNK					JUD			0	036	036	03	1	4.0	10	1	10	-4.66830466830466	0								1	Denmark	DA	DA		56	10	DA	1	Denmark	DA	DA		56	10	DA	20260310120000	https://www.thelocal.dk/20260310/danish-supreme-court-case-opens-on-arms-sales-to-israel
1293422998	20260310	202603	2026	2026.1918											EDU	SCHOOL						EDU			0	036	036	03	1	4.0	3	1	3	-2.35294117647058	0								3	Edgefield, South Carolina, United States	US	USSC	SC037	33.7896	-81.9296	1247634	3	Edgefield, South Carolina, United States	US	USSC	SC037	33.7896	-81.9296	1247634	20260310120000	https://www.southcarolinapublicradio.org/sc-news/2026-03-10/the-state-house-gavel-house-locks-in-most-spending-as-vote-a-rama-enters-day-2-senate-tackles-hemp
1293422999	20260310	202603	2026	2026.1918											EDU	SCHOOL						EDU			0	043	043	04	1	2.8	10	1	10	2.0253164556962	0								5	Offaly, Offaly, Ireland	EI	EI23	18302	53.25	-7.5	-1504948	5	Offaly, Offaly, Ireland	EI	EI23	18302	53.25	-7.5	-1504948	20260310120000	https://www.offalyindependent.ie/2026/03/10/birr-student-goes-inside-the-courtroom-to-look-into-law/
1293423000	20260310	202603	2026	2026.1918											ELI	ACTOR						ELI			1	040	040	04	1	1.0	10	1	10	1.20772946859904	0								5	Madhya Pradesh, Madhya Pradesh, India	IN	IN35	17744	23.5	78.5	-2103026	5	Madhya Pradesh, Madhya Pradesh, India	IN	IN35	17744	23.5	78.5	-2103026	20260310120000	https://aninews.in/news/entertainment/bollywood/subedaar-actor-khushbu-sundar-praises-new-gen-actresses-in-cinema-says-there-is-a-lot-to-learn-from-them20260310171352/
1293423001	20260310	202603	2026	2026.1918											ELI	ACTOR						ELI			1	130	130	13	3	-4.4	10	1	10	-8.2089552238806	0								0								0								20260310120000	https://www.techradar.com/pro/security/shinyhunters-claims-its-behind-ongoing-salesforce-aura-data-theft-assault-warns-more-attacks-to-come
1293423002	20260310	202603	2026	2026.1918											FRA	FRENCH	FRA								0	080	080	08	2	5.0	3	1	3	-1.23398196487897	0								1	France	FR	FR		46	2	FR	1	Armenia	AM	AM		40	45	AM	20260310120000	https://3quarksdaily.com/3quarksdaily/2026/03/a-review-of-al-rustoms-enduring-erasures-afterlives-of-the-armenian-genocide.html
1293423003	20260310	202603	2026	2026.1918											GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	8	1	8	2.42424242424242	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20260310120000	https://www.irishnews.com/news/business/from-rathlin-to-cushendall-why-northern-irelands-coastal-towns-are-the-ultimate-hidden-gems-O5SZDN2BZBCF5PPQOSJHFPCTXI/
1293423004	20260310	202603	2026	2026.1918											GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	6	1	6	-3.24324324324324	0								4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	20260310120000	https://www.irishnews.com/news/northern-ireland/man-in-50s-dies-following-belfast-flat-fire-ZCDBUO5NJBCNVCZUXNA7WA2TF4/
1293423005	20260310	202603	2026	2026.1918											GBR	UNITED KINGDOM	GBR								0	042	042	04	1	1.9	10	1	10	-2.06746463547334	0								4	Berkshire, United Kingdom (general), United Kingdom	UK	UK00	40127	51.5	-1.25	-2589736	4	Berkshire, United Kingdom (general), United Kingdom	UK	UK00	40127	51.5	-1.25	-2589736	20260310120000	https://www.mirror.co.uk/news/world-news/family-escorted-plane-runway-moment-36843530
1293423006	20260310	202603	2026	2026.1918											GHA	GHANA	GHA								1	042	042	04	1	1.9	15	1	10	7.79661016949152	0								1	Ghana	GH	GH		8	-2	GH	1	Ghana	GH	GH		8	-2	GH	20260310120000	https://www.myjoyonline.com/ghpac-hosts-independence-cocktail-celebrating-ghana-diaspora-ties/
1293423007	20260310	202603	2026	2026.1918											GOV	CHIEF EXECUTIVE						GOV			0	020	020	02	1	3.0	4	1	4	1.58273381294964	0								4	Dungog, New South Wales, Australia	AS	AS02	5096	-32.4003	151.758	-1570971	4	Dungog, New South Wales, Australia	AS	AS02	5096	-32.4003	151.758	-1570971	20260310120000	https://www.dungogchronicle.com.au/story/9194902/newcastle-maritime-museum-11th-hour-deal-to-save-collection/
1293423008	20260310	202603	2026	2026.1918											GOV	GOVERNMENT OFFICIAL						GOV			0	046	046	04	1	7.0	5	1	5	-6.07111882046834	0								4	Port-Au-Prince, Ouest, Haiti	HA	HA11	17198	18.5392	-72.335	-70311	4	Port-Au-Prince, Ouest, Haiti	HA	HA11	17198	18.5392	-72.335	-70311	20260310120000	https://english.elpais.com/international/2026-03-10/kamikaze-drones-in-haiti-1243-dead-in-prime-minister-fils-aimes-failed-plan-against-criminal-gangs.html
1293423009	20260310	202603	2026	2026.1918											GOV	GOVERNMENT						GOV			1	130	130	13	3	-4.4	5	1	5	-6.57894736842105	0								1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20260310120000	https://dailypost.ng/2026/03/10/worst-thing-that-happened-to-nigeria-vdm-blasts-tinubu-over-soaring-fuel-prices/
1293423010	20260310	202603	2026	2026.1918											GOV	REGIME						GOV			1	141	141	14	3	-6.5	5	1	5	-7.36842105263158	0								4	As Iran, Az¯arbayjan-e Sharqi, Iran	IR	IR33	40986	39.0251	47.0697	-3816384	4	As Iran, Az¯arbayjan-e Sharqi, Iran	IR	IR33	40986	39.0251	47.0697	-3816384	20260310120000	https://aninews.in/news/world/middle-east/iran-spent-one-third-of-2026-in-internet-blackout-report20260310161350/
1293423011	20260310	202603	2026	2026.1918											GOV	REGIME						GOV			1	172	172	17	4	-5.0	5	1	5	-7.36842105263158	0								4	As Iran, Az¯arbayjan-e Sharqi, Iran	IR	IR33	40986	39.0251	47.0697	-3816384	4	As Iran, Az¯arbayjan-e Sharqi, Iran	IR	IR33	40986	39.0251	47.0697	-3816384	20260310120000	https://aninews.in/news/world/middle-east/iran-spent-one-third-of-2026-in-internet-blackout-report20260310161350/
1293423012	20260310	202603	2026	2026.1918											HLH	HOSPITAL						HLH			0	051	051	05	1	3.4	10	1	10	-0.6914433880726	0								4	Fareham, Hampshire, United Kingdom	UK	UKF2	40112	50.85	-1.18333	-2595923	4	Fareham, Hampshire, United Kingdom	UK	UKF2	40112	50.85	-1.18333	-2595923	20260310120000	https://www.miragenews.com/southampton-leads-pioneering-research-on-youth-1634237/
1293423013	20260310	202603	2026	2026.1918											HLH	DOCTOR						HLH			1	173	173	17	4	-5.0	2	1	2	7.44985673352435	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20260310120000	https://aninews.in/news/national/politics/delhi-government-committed-to-ensuring-quality-healthcare-for-every-woman-cm-rekha-gupta20260310162019/
1293423014	20260310	202603	2026	2026.1918											IND	MUMBAI	IND								1	040	040	04	1	1.0	2	1	2	1.41643059490085	0								4	Andheri, Maharashtra, India	IN	IN16	70183	19.1167	72.8333	-2088871	4	Andheri, Maharashtra, India	IN	IN16	70183	19.1167	72.8333	-2088871	20260310120000	https://ianslive.in/prakash-jha-speaks-up-on-current-era-of-wars-statesmen-his-responsibility-as-an-artiste--20260310170518
